name,provider_id,type,region,state,address,phone,address,particip_date,certified_beds,hospital_based,ownership_type,termination_code,termination_date,legal_owner,is_brightspring
HILLCROFT SERVICES INC,15G215,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"321 S MARTIN ST
MUNCIE, IN 47303",765 284-4166,"321 S MARTIN ST
MUNCIE, IN 47303",1985-12-17,6,No,Non-Profit,,,HILLCROFT SERVICES INC,False
HILLCROFT SERVICES INC,15G216,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"423 E BERKLEY AVE
MUNCIE, IN 47303",765 284-4166,"423 E BERKLEY AVE
MUNCIE, IN 47303",1985-12-17,6,No,Non-Profit,,,HILLCROFT SERVICES INC,False
STONE BELT ARC INC,15G220,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"4700 HITE DR
BLOOMINGTON, IN 47408",812 334-0112,"4700 HITE DR
BLOOMINGTON, IN 47408",1985-12-18,6,No,Non-Profit,,,STONE BELT ARC INC,False
ADEC INC,15G221,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"59796 PARK SIDE
ELKHART, IN 46517",574 848-7451,"59796 PARK SIDE
ELKHART, IN 46517",1985-11-25,8,No,Non-Profit,,,ADEC INC,False
LOGAN COMMUNITY RESOURCES INC,15G222,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1602 ORKNEY DR
SOUTH BEND, IN 46614",574 289-0385,"1602 ORKNEY DR
SOUTH BEND, IN 46614",1985-12-29,7,No,Non-Profit,,,LOGAN COMMUNITY RESOURCES INC,False
REM OCCAZIO LLC,15G225,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"2234 Q AVE
NEW CASTLE, IN 47362",765 529-8365,"2234 Q AVE
NEW CASTLE, IN 47362",1986-03-14,8,No,Non-Profit,,,REM OCCAZIO LLC,False
REM OCCAZIO LLC,15G226,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1503 WASHINGTON ST
NEW CASTLE, IN 47362",765 529-8385,"1503 WASHINGTON ST
NEW CASTLE, IN 47362",1986-03-14,8,No,For Profit,,,REM OCCAZIO LLC,False
MOSAIC,15G227,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"723 CHERRY TREE LN
SOUTH BEND, IN 46617",574 675-0726,"723 CHERRY TREE LN
SOUTH BEND, IN 46617",1998-12-28,6,No,Non-Profit,,,MOSAIC,False
REM-INDIANA INC,15G230,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1221 WARREN DR
LAFAYETTE, IN 47905",765 474-9895,"1221 WARREN DR
LAFAYETTE, IN 47905",1986-03-04,8,No,For Profit,,,REM-INDIANA INC,False
VOCA CORPORATION OF INDIANA,15G236,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"5990 E 500 N
CHURUBUSCO, IN 46723",260 693-2341,"5990 E 500 N
CHURUBUSCO, IN 46723",1986-01-30,8,No,For Profit,"Vol-Merg, Close",2017-07-27,VOCA CORPORATION OF INDIANA,True
DEVELOPMENTAL SERVICE ALTERNATIVES,15G237,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"3222 S 125 E
SHELBYVILLE, IN 46176",317 398-7722,"3222 S 125 E
SHELBYVILLE, IN 46176",1986-02-03,8,No,Non-Profit,,,DEVELOPMENTAL SERVICE ALTERNATIVES,False
REM OCCAZIO LLC,15G238,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1803 RILEY RD
NEW CASTLE, IN 47362",765 529-8375,"1803 RILEY RD
NEW CASTLE, IN 47362",1986-03-14,8,No,For Profit,,,REM OCCAZIO LLC,False
REM OCCAZIO LLC,15G239,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1015 S 14TH ST
NEW CASTLE, IN 47362",765 529-8386,"1015 S 14TH ST
NEW CASTLE, IN 47362",1986-03-14,8,No,Non-Profit,,,REM OCCAZIO LLC,False
COMMUNITY ALTERNATIVES SW IN,15G241,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"651 SOUTH 100 EAST
WASHINGTON, IN 47501",812 352-6220,"651 SOUTH 100 EAST
WASHINGTON, IN 47501",1986-02-19,8,No,Non-Profit,,,COMMUNITY ALTERNATIVES SW IN,True
VOCA CORPORATION OF INDIANA,15G243,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"408 N REED ST
SOUTH WHITLEY, IN 46787",260 723-6514,"408 N REED ST
SOUTH WHITLEY, IN 46787",1986-01-30,8,No,Non-Profit,,,VOCA CORPORATION OF INDIANA,True
VOCA CORPORATION OF INDIANA,15G244,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"5990 E 500 N
CHURUBUSCO, IN 46723",260 693-2409,"5990 E 500 N
CHURUBUSCO, IN 46723",1986-01-30,8,No,For Profit,,,VOCA CORPORATION OF INDIANA,True
RES CARE COMMUNITY ALTERNATIVES SE IN,15G247,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"2401 CORNWELL DR
JEFFERSONVILLE, IN 47130",812 258-2370,"2401 CORNWELL DR
JEFFERSONVILLE, IN 47130",1985-12-27,8,No,Non-Profit,,,RES CARE COMMUNITY ALTERNATIVES SE IN,True
REM OCCAZIO LLC,15G251,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"511 COUNTRY CLUB LN
ANDERSON, IN 46015",765 643-9734,"511 COUNTRY CLUB LN
ANDERSON, IN 46015",1986-05-05,8,No,For Profit,,,REM OCCAZIO LLC,False
MOSAIC,15G252,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1319 LAWN AVENUE
ELKHART, IN 46514",574 675-0726,"1319 LAWN AVENUE
ELKHART, IN 46514",1986-04-14,8,No,Non-Profit,,,MOSAIC,False
DEVELOPMENTAL SERVICE ALTERNATIVES,15G253,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1757 S 600 W
NEW PALESTINE, IN 46163",317 861-5666,"1757 S 600 W
NEW PALESTINE, IN 46163",1986-05-09,8,No,For Profit,,,DEVELOPMENTAL SERVICE ALTERNATIVES,False
DEVELOPMENTAL SERVICE ALTERNATIVES,15G254,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"740 OAK BLVD
GREENFIELD, IN 46140",317 462-6668,"740 OAK BLVD
GREENFIELD, IN 46140",1986-06-13,8,No,For Profit,,,DEVELOPMENTAL SERVICE ALTERNATIVES,False
RES CARE COMMUNITY ALTERNATIVES SE IN,15G255,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"154 CHAD DR
VERSAILLES, IN 47042",812 352-6220,"154 CHAD DR
VERSAILLES, IN 47042",1986-05-01,8,No,For Profit,,,RES CARE COMMUNITY ALTERNATIVES SE IN,True
RESIDENTIAL CRF INC,15G256,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"6155 W 800 N
FOUNTAINTOWN, IN 46130",765 825-5129,"6155 W 800 N
FOUNTAINTOWN, IN 46130",1986-07-01,6,No,Non-Profit,,,RESIDENTIAL CRF INC,False
EASTER SEALS ARC OF NORTHEAST,15G257,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"2524 BEECHWOOD CIR
FORT WAYNE, IN 46807",260 456-4534,"2524 BEECHWOOD CIR
FORT WAYNE, IN 46807",1986-07-15,5,No,Non-Profit,,,EASTER SEALS ARC OF NORTHEAST,False
MOSAIC,15G258,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1310 CROYDON CT
SOUTH BEND, IN 46614",574 675-0726,"1310 CROYDON CT
SOUTH BEND, IN 46614",1986-06-13,6,No,Non-Profit,,,MOSAIC,False
REM-INDIANA INC,15G264,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"124 BLACK HAWK LANE
WEST LAFAYETTE, IN 47906",765 463-2744,"124 BLACK HAWK LANE
WEST LAFAYETTE, IN 47906",1986-06-20,8,No,For Profit,,,REM-INDIANA INC,False
REM-INDIANA INC,15G265,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"926 S TENTH ST
LAFAYETTE, IN 47905",765 423-4280,"926 S TENTH ST
LAFAYETTE, IN 47905",1986-07-18,8,No,Non-Profit,,,REM-INDIANA INC,False
TRANSITIONAL SERVICES SUB LLC,15G266,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"642 BELMONT DRIVE
EVANSVILLE, IN 47711",812 682-3675,"642 BELMONT DRIVE
EVANSVILLE, IN 47711",1986-07-31,8,No,For Profit,,,TRANSITIONAL SERVICES SUB LLC,False
LIFE DESIGNS INC,15G268,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1826 S COVEY LANE
BLOOMINGTON, IN 47401",812 332-9615,"1826 S COVEY LANE
BLOOMINGTON, IN 47401",1986-08-04,6,No,Non-Profit,,,LIFE DESIGNS INC,False
RESIDENTIAL CRF INC,15G269,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"622 MAIN ST
RUSHVILLE, IN 46173",765 825-5129,"622 MAIN ST
RUSHVILLE, IN 46173",1986-07-01,6,No,For Profit,,,RESIDENTIAL CRF INC,False
RESIDENTIAL CRF INC,15G270,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1725 W COUNTRY CLUB RD
CONNERSVILLE, IN 47331",765 825-5129,"1725 W COUNTRY CLUB RD
CONNERSVILLE, IN 47331",1986-06-27,6,No,Non-Profit,,,RESIDENTIAL CRF INC,False
IN-PACT INC,15G272,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"723 N 200 E
VALPARAISO, IN 46383",219 662-1905,"723 N 200 E
VALPARAISO, IN 46383",1986-07-30,6,No,Non-Profit,,,IN-PACT INC,False
TRADEWINDS SERVICES INC,15G273,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"10151 W 93RD ST
ST JOHN, IN 46373",219 945-0100,"10151 W 93RD ST
ST JOHN, IN 46373",1986-06-30,8,No,Non-Profit,,,TRADEWINDS SERVICES INC,False
PUTNAM COUNTY COMPREHENSIVE SERVICES INC,15G274,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1222 BLOOMINGTON
GREENCASTLE, IN 46135",765 653-9763,"1222 BLOOMINGTON
GREENCASTLE, IN 46135",1986-07-28,6,No,Non-Profit,,,PUTNAM COUNTY COMPREHENSIVE SERVICES INC,False
RESIDENTIAL CRF INC,15G277,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1887 S SR 1
CONNERSVILLE, IN 47331",765 825-5129,"1887 S SR 1
CONNERSVILLE, IN 47331",1986-09-05,6,No,Non-Profit,,,RESIDENTIAL CRF INC,False
JAY-RANDOLPH DEVELOPMENTAL SERVICES,15G279,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"644 E NORTH STREET
PORTLAND, IN 47371",260 726-6200,"644 E NORTH STREET
PORTLAND, IN 47371",1986-08-08,7,No,Non-Profit,,,JAY-RANDOLPH DEVELOPMENTAL SERVICES,False
MOSAIC,15G280,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"2820 BENHAM AVE
ELKHART, IN 46517",574 675-0726,"2820 BENHAM AVE
ELKHART, IN 46517",1986-08-07,7,No,Non-Profit,,,MOSAIC,False
REM-INDIANA INC,15G282,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"2715 ROCKFORD LN
KOKOMO, IN 46902",765 455-1756,"2715 ROCKFORD LN
KOKOMO, IN 46902",1986-09-06,8,No,For Profit,,,REM-INDIANA INC,False
LOGAN COMMUNITY RESOURCES INC,15G284,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"3031 BENTLEY LN
SOUTH BEND, IN 46616",574 289-4831,"3031 BENTLEY LN
SOUTH BEND, IN 46616",1986-09-08,7,No,Non-Profit,,,LOGAN COMMUNITY RESOURCES INC,False
TANGRAM INC,15G287,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"752 E MCKENZIE
GREENFIELD, IN 46140",317 571-1042,"752 E MCKENZIE
GREENFIELD, IN 46140",1986-09-09,6,No,Non-Profit,"Vol-Merg, Close",2017-11-01,TANGRAM INC,False
BLUE RIVER SERVICES INC,15G289,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"75 EAST OAK DR
SALEM, IN 47167",812 883-4852,"75 EAST OAK DR
SALEM, IN 47167",1986-11-05,8,No,Non-Profit,,,BLUE RIVER SERVICES INC,False
REM OCCAZIO LLC,15G290,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"23 SKYVIEW DR
CHESTERFIELD, IN 46017",765 378-5268,"23 SKYVIEW DR
CHESTERFIELD, IN 46017",1986-10-16,8,No,Non-Profit,,,REM OCCAZIO LLC,False
LOGAN COMMUNITY RESOURCES INC,15G291,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"119 SPRUCE ST
SOUTH BEND, IN 46601",574 289-0385,"119 SPRUCE ST
SOUTH BEND, IN 46601",1986-11-06,8,No,Non-Profit,,,LOGAN COMMUNITY RESOURCES INC,False
CARDINAL SERVICES INC OF INDIANA,15G294,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1763 HARTZLER
WARSAW, IN 46580",574 267-3823,"1763 HARTZLER
WARSAW, IN 46580",1986-10-21,8,No,Non-Profit,"Vol-Merg, Close",2021-01-27,CARDINAL SERVICES INC OF INDIANA,False
REM-INDIANA INC,15G296,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"417 W WALNUT ST
KOKOMO, IN 46901",765 459-0175,"417 W WALNUT ST
KOKOMO, IN 46901",1986-11-26,8,No,For Profit,,,REM-INDIANA INC,False
ADEC INC,15G297,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1823 ASHLEY CT
GOSHEN, IN 46526",574 848-7457,"1823 ASHLEY CT
GOSHEN, IN 46526",1986-09-25,8,No,Government,,,ADEC INC,False
TRANSITIONAL SERVICES SUB LLC,15G298,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"317 N MAIN ST
HAUBSTADT, IN 47639",812 768-5060,"317 N MAIN ST
HAUBSTADT, IN 47639",1986-10-31,8,No,For Profit,"Vol-Merg, Close",2020-01-09,TRANSITIONAL SERVICES SUB LLC,False
OPPORTUNITY ENTERPRISES INC,15G299,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"451 SHEFFIELD DRIVE
VALPARAISO, IN 46385",219 464-9621,"451 SHEFFIELD DRIVE
VALPARAISO, IN 46385",1986-11-24,8,No,Non-Profit,,,OPPORTUNITY ENTERPRISES INC,False
TRANSITIONAL SERVICES SUB LLC,15G300,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"110 W PIKE ST
MARTINSVILLE, IN 46151",765 342-4288,"110 W PIKE ST
MARTINSVILLE, IN 46151",1986-12-30,8,No,For Profit,,,TRANSITIONAL SERVICES SUB LLC,False
MCSHERR INC - BACKMEYER,15G302,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"3101 BACKMEYER RD
RICHMOND, IN 47374",765 962-6370,"3101 BACKMEYER RD
RICHMOND, IN 47374",1987-01-06,8,No,For Profit,,,MCSHERR INC - BACKMEYER,False
VOCA CORPORATION OF INDIANA,15G303,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"12736 EVAN LN
AURORA, IN 47001",812 352-6220,"12736 EVAN LN
AURORA, IN 47001",1986-12-12,8,No,Non-Profit,,,VOCA CORPORATION OF INDIANA,True
TRANSITIONAL SERVICES SUB LLC,15G304,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"4812 W SR 45
BLOOMINGTON, IN 47401",812 825-5038,"4812 W SR 45
BLOOMINGTON, IN 47401",1986-12-30,8,No,For Profit,,,TRANSITIONAL SERVICES SUB LLC,False
TRANSITIONAL SERVICES SUB LLC,15G305,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"205 N MAIN ST
SPENCER, IN 47460",812 829-3215,"205 N MAIN ST
SPENCER, IN 47460",1986-12-30,8,No,Non-Profit,,,TRANSITIONAL SERVICES SUB LLC,False
RESIDENTIAL CRF INC,15G306,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1004 RANCH RD
CONNERSVILLE, IN 47331",765 825-5129,"1004 RANCH RD
CONNERSVILLE, IN 47331",1987-01-16,6,No,For Profit,,,RESIDENTIAL CRF INC,False
CHILD ADULT RESOURCES SRV INC,15G307,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"206 W STATE ST
KINGMAN, IN 47952",765 832-9732,"206 W STATE ST
KINGMAN, IN 47952",1987-01-14,8,No,Non-Profit,,,CHILD ADULT RESOURCES SRV INC,False
CDC INC,15G308,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"204 RILEY RD
DELPHI, IN 46923",765 564-4320,"204 RILEY RD
DELPHI, IN 46923",1987-01-28,6,No,Non-Profit,,,CDC INC,False
REHABILITATION CENTER DEVELOPMENTAL SERVICES,15G309,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"2107 E POWELL AVE
EVANSVILLE, IN 47714",812 476-0243,"2107 E POWELL AVE
EVANSVILLE, IN 47714",1987-02-19,8,No,Non-Profit,,,REHABILITATION CENTER DEVELOPMENTAL SERVICES,False
REHABILITATION CENTER DEVELOPMENTAL SERVICES,15G310,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"4217 OAK HILL RD
EVANSVILLE, IN 47711",812 476-3416,"4217 OAK HILL RD
EVANSVILLE, IN 47711",1987-02-23,8,No,Non-Profit,,,REHABILITATION CENTER DEVELOPMENTAL SERVICES,False
CAREY SERVICES INC.,15G314,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"369 S SECOND ST
UPLAND, IN 46989",765 998-6152,"369 S SECOND ST
UPLAND, IN 46989",1987-01-15,7,No,Non-Profit,,,CAREY SERVICES INC.,False
REM OCCAZIO LLC,15G316,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"373 S BALDWIN ST
BARGERSVILLE, IN 46106",317 422-9334,"373 S BALDWIN ST
BARGERSVILLE, IN 46106",1987-01-12,8,No,Non-Profit,,,REM OCCAZIO LLC,False
VOCA CORPORATION OF INDIANA,15G317,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"580 MAIN ST
LAWRENCEBURG, IN 47025",812 352-6220,"580 MAIN ST
LAWRENCEBURG, IN 47025",1987-02-12,8,No,Non-Profit,,,VOCA CORPORATION OF INDIANA,True
REM-INDIANA INC,15G318,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"3201 DAVIS ROAD
INDIANAPOLIS, IN 46229",317 894-2091,"3201 DAVIS ROAD
INDIANAPOLIS, IN 46229",1987-02-06,8,No,Non-Profit,,,REM-INDIANA INC,False
REM-INDIANA INC,15G319,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"211 W 3RD ST
PERU, IN 46970",765 473-3039,"211 W 3RD ST
PERU, IN 46970",1987-02-19,8,No,Non-Profit,,,REM-INDIANA INC,False
REHABILITATION CENTER DEVELOPMENTAL SERVICES,15G320,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1855 WESTWOOD DR
MOUNT VERNON, IN 47620",812 838-5827,"1855 WESTWOOD DR
MOUNT VERNON, IN 47620",1987-02-20,8,No,Non-Profit,,,REHABILITATION CENTER DEVELOPMENTAL SERVICES,False
REM OCCAZIO LLC,15G322,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"568 YORKTOWN RD
GREENWOOD, IN 46142",317 887-6574,"568 YORKTOWN RD
GREENWOOD, IN 46142",1987-03-16,8,No,Non-Profit,,,REM OCCAZIO LLC,False
VOCA CORPORATION OF INDIANA,15G323,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"842 NATIONAL RD
RICHMOND, IN 47374",765 962-0619,"842 NATIONAL RD
RICHMOND, IN 47374",1987-03-24,8,No,For Profit,,,VOCA CORPORATION OF INDIANA,True
VOCA CORPORATION OF INDIANA,15G324,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"4516 W WALDEN DR
MUNCIE, IN 47304",765 288-9430,"4516 W WALDEN DR
MUNCIE, IN 47304",1987-04-09,8,No,Non-Profit,,,VOCA CORPORATION OF INDIANA,True
VOCA CORPORATION OF INDIANA,15G326,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"9 SUMMIT DR
AURORA, IN 47001",812 352-6220,"9 SUMMIT DR
AURORA, IN 47001",1986-12-12,8,No,For Profit,,,VOCA CORPORATION OF INDIANA,True
TANGRAM INC,15G328,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1107 GREENBROOK DR
GREENFIELD, IN 46140",317 571-1042,"1107 GREENBROOK DR
GREENFIELD, IN 46140",1987-03-26,6,No,Non-Profit,"Vol-Merg, Close",2018-03-31,TANGRAM INC,False
"PALADIN, INC",15G331,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1709 FARRAND AVE
LA PORTE, IN 46350",219 324-0656,"1709 FARRAND AVE
LA PORTE, IN 46350",1987-04-11,6,No,Government,"Vol-Merg, Close",2019-01-13,"PALADIN, INC",False
VOCA CORPORATION OF INDIANA,15G333,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"4208 W GARVER ST
MUNCIE, IN 47305",765 286-7463,"4208 W GARVER ST
MUNCIE, IN 47305",1987-04-10,8,No,Non-Profit,,,VOCA CORPORATION OF INDIANA,True
VOCA CORPORATION OF INDIANA,15G334,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"6905 WEST MAIN AND JEFFERSON
DUPONT, IN 47231",812 352-6220,"6905 WEST MAIN AND JEFFERSON
DUPONT, IN 47231",1987-05-01,8,No,For Profit,"Vol-Merg, Close",2019-12-04,VOCA CORPORATION OF INDIANA,True
VOCA CORPORATION OF INDIANA,15G336,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"3814 WALDEN RUN
FORT WAYNE, IN 46815",260 490-3230,"3814 WALDEN RUN
FORT WAYNE, IN 46815",1987-05-15,8,No,For Profit,,,VOCA CORPORATION OF INDIANA,True
REM OCCAZIO LLC,15G337,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"201 N MANNGROVE DR
MUNCIE, IN 47303",765 288-0231,"201 N MANNGROVE DR
MUNCIE, IN 47303",1987-05-15,8,No,Non-Profit,,,REM OCCAZIO LLC,False
VOCA CORPORATION OF INDIANA,15G341,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"428 S 15TH ST
RICHMOND, IN 47374",765 962-1227,"428 S 15TH ST
RICHMOND, IN 47374",1987-06-01,8,No,Non-Profit,,,VOCA CORPORATION OF INDIANA,True
REM OCCAZIO LLC,15G342,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1650 E JEFFERSON ST
FRANKLIN, IN 46131",317 738-2343,"1650 E JEFFERSON ST
FRANKLIN, IN 46131",1987-05-19,8,No,Non-Profit,,,REM OCCAZIO LLC,False
REM OCCAZIO LLC,15G343,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"4312 W HUMMINGBIRD WAY
MUNCIE, IN 47304",765 289-4227,"4312 W HUMMINGBIRD WAY
MUNCIE, IN 47304",1987-06-12,8,No,For Profit,,,REM OCCAZIO LLC,False
BLUE RIVER SERVICES INC,15G346,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"118 N NICHOLS AVE
SALEM, IN 47167",812 883-1528,"118 N NICHOLS AVE
SALEM, IN 47167",1987-06-02,7,No,Non-Profit,,,BLUE RIVER SERVICES INC,False
JAY-RANDOLPH DEVELOPMENTAL SERVICES,15G348,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"522 E NORTH ST
PORTLAND, IN 47371",260 726-2800,"522 E NORTH ST
PORTLAND, IN 47371",1987-06-19,8,No,Non-Profit,,,JAY-RANDOLPH DEVELOPMENTAL SERVICES,False
PATHFINDER SERVICES INC,15G349,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1103 LINDLEY STREET
HUNTINGTON, IN 46750",800 833-1571,"1103 LINDLEY STREET
HUNTINGTON, IN 46750",1987-06-19,8,No,Non-Profit,,,PATHFINDER SERVICES INC,False
RESIDENTIAL CRF INC,15G350,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"311 N DORSETT DR
CONNERSVILLE, IN 47331",765 825-5129,"311 N DORSETT DR
CONNERSVILLE, IN 47331",1987-06-29,6,No,Non-Profit,,,RESIDENTIAL CRF INC,False
RESIDENTIAL CRF INC,15G351,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"556 S CR 550 W
CONNERSVILLE, IN 47331",765 825-5129,"556 S CR 550 W
CONNERSVILLE, IN 47331",1987-06-29,6,No,Non-Profit,,,RESIDENTIAL CRF INC,False
COMMUNITY ALTERNATIVES SW IN,15G352,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"240 1ST ST NE
LINTON, IN 47441",812 352-6220,"240 1ST ST NE
LINTON, IN 47441",1987-07-31,8,No,Non-Profit,,,COMMUNITY ALTERNATIVES SW IN,True
REM OCCAZIO LLC,15G353,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1012 PARKWAY DR
ANDERSON, IN 46012",765 642-4117,"1012 PARKWAY DR
ANDERSON, IN 46012",1987-08-13,8,No,Government,,,REM OCCAZIO LLC,False
