name,provider_id,type,region,state,address,phone,address,particip_date,certified_beds,hospital_based,ownership_type,termination_code,termination_date,legal_owner,is_brightspring
RUSTON COMMUNITY RESIDENCE,19G133,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"2909 SOUTH VIENNA
RUSTON, LA 71270",318 255-9137,"2909 SOUTH VIENNA
RUSTON, LA 71270",1984-04-09,8,No,For Profit,,,"COMMUNITY BRIDGES RESIDENTIAL CARE, LLC",False
COUNTRY CLUB COMMUNITY HOME,19G134,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"917 COUNTRY CLUB BLVD
THIBODAUX, LA 70301",985 448-1746,"917 COUNTRY CLUB BLVD
THIBODAUX, LA 70301",1984-03-27,6,No,Non-Profit,,,LAFOURCHE ARC,False
ST ROSALIE GROUP HOME,19G135,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"3319 PLYMOUTH PLACE
NEW ORLEANS, LA 70131",504 361-8320,"3319 PLYMOUTH PLACE
NEW ORLEANS, LA 70131",1984-07-01,8,No,Non-Profit,,,CATHOLIC CHARITIES ARCHDIOCESE OF NEW ORLEANS,False
LOWE COMMUNITY HOME,19G136,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"302 SOUTH MAGNOLIA
LAFAYETTE, LA 70501",337 988-0640,"302 SOUTH MAGNOLIA
LAFAYETTE, LA 70501",1984-05-10,6,No,Non-Profit,,,"LAFAYETTE ASSOCIATION FOR RETARDED CITIZENS, INC.",False
ROSTEET COMMUNITY HOME,19G137,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"2412 3RD STREET
LAKE CHARLES, LA 70601",337 494-1788,"2412 3RD STREET
LAKE CHARLES, LA 70601",1984-06-28,6,No,Non-Profit,,,"CARC, INC.",False
ASHBOURNE DRIVE COMMUNITY HOME,19G138,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"1356 ASHBOURNE DRIVE
BATON ROUGE, LA 70815",337 233-2731,"1356 ASHBOURNE DRIVE
BATON ROUGE, LA 70815",1984-06-26,8,No,For Profit,,,"NORMAL LIFE OF LAFAYETTE, INC.",True
SLIDELL HEIGHTS COMMUNITY HOME,19G139,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"640 MAGNOLIA STREET
SLIDELL, LA 70458",504 483-0079,"640 MAGNOLIA STREET
SLIDELL, LA 70458",1984-06-18,6,No,Non-Profit,"Vol-Merg, Close",2016-09-12,"VOLUNTEERS OF AMERICA OF GREATER NEW ORLEANS, INC.",False
PARK PLACE COMMUNITY HOME,19G140,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"2201 11TH STREET
SLIDELL, LA 70458",985 643-1020,"2201 11TH STREET
SLIDELL, LA 70458",1984-06-18,6,No,Non-Profit,"Vol-Merg, Close",2016-12-08,"VOLUNTEERS OF AMERICA OF GREATER NEW ORLEANS, INC.",False
G B COOLEY TEXAS GROUP HOME,19G141,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"311 SOUTH 1ST
MONROE, LA 71202",318 325-8882,"311 SOUTH 1ST
MONROE, LA 71202",1984-06-20,8,No,Government,"Vol-Merg, Close",2018-11-02,G. B. COOLEY HOSPITAL DISTRICT,False
G B COOLEY SOUTH GRAND GROUP HOME,19G142,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"2103 SOUTH GRAND STREET
MONROE, LA 71202",318 325-1101,"2103 SOUTH GRAND STREET
MONROE, LA 71202",1984-06-15,8,No,Government,,,G. B. COOLEY HOSPITAL SERVICE DISTRICT,False
G B COOLEY CLAY STREET GROUP HOME,19G143,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"200 CLAY STREET
WEST MONROE, LA 71291",318 325-9704,"200 CLAY STREET
WEST MONROE, LA 71291",1984-06-26,8,No,Government,,,,False
DRUSILLA LANE GROUP HOME,19G144,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"2549 DRUSILLA LANE
BATON ROUGE, LA 70809",225 925-2372,"2549 DRUSILLA LANE
BATON ROUGE, LA 70809",1984-08-09,8,No,Non-Profit,,,VOLUNTEERS OF AMERICA GREATER BATON ROUGE,False
ATKINSON COMMUNITY HOME,19G145,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"147 ATKINSON STREET
BATON ROUGE, LA 70806",225 925-2372,"147 ATKINSON STREET
BATON ROUGE, LA 70806",1984-08-07,6,No,Non-Profit,,,VOLUNTEERS OF AMERICA GREATER BATON ROUGE,False
DIPLOMAT WAY HOME,19G147,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"208 DIPLOMAT WAY
THIBODAUX, LA 70301",985 448-1813,"208 DIPLOMAT WAY
THIBODAUX, LA 70301",1984-08-16,6,No,Non-Profit,,,LAFOURCHE ARC,False
CHACKBAY COMMUNITY HOME,19G148,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"634 CHOCTAW ROAD
THIBODAUX, LA 70301",985 447-6214,"634 CHOCTAW ROAD
THIBODAUX, LA 70301",1984-08-10,6,No,Non-Profit,,,LAFOURCHE ARC,False
190 COMMUNITY HOME,19G151,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"12147 HWY 190 WEST
HAMMOND, LA 70401",985 237-4148,"12147 HWY 190 WEST
HAMMOND, LA 70401",1984-08-13,7,No,For Profit,,,NORMAL LIFE OF LOUISIANA,True
IBERIAN GROUP HOME,19G152,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"2618 OLD JEANERETTE ROAD
NEW IBERIA, LA 70560",337 233-2731,"2618 OLD JEANERETTE ROAD
NEW IBERIA, LA 70560",1985-03-01,8,No,For Profit,,,"NORMAL LIFE OF LAFAYETTE, INC.",True
KRAMER GROUP HOME,19G154,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"2217 KRAMER DRIVE
NEW IBERIA, LA 70560",337 367-1158,"2217 KRAMER DRIVE
NEW IBERIA, LA 70560",1984-12-04,8,No,Non-Profit,,,ARC OF ACADIANA,False
G B COOLEY WALNUT GROUP HOME,19G155,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"2045 PRAIRIE ROAD
MONROE, LA 71202",318 325-7495,"2045 PRAIRIE ROAD
MONROE, LA 71202",1984-09-07,8,No,Government,,,G. B. COOLEY HOSPITAL SERVICE DISTRICT,False
G B COOLEY SPURGEON GROUP HOME,19G156,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"4201 SPURGEON DRIVE
MONROE, LA 71202",318 343-2275,"4201 SPURGEON DRIVE
MONROE, LA 71202",1984-09-05,8,No,Government,,,G.B. COOLEY HOSPITAL SERVICE DISTRICT,False
ST ANDREW GROUP HOME,19G158,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"1127 ST ANDREW STREET
NEW ORLEANS, LA 70130",504 513-3159,"1127 ST ANDREW STREET
NEW ORLEANS, LA 70130",1984-11-21,8,No,For Profit,,,DDMS of Louisiana No. 2,False
ANGUS GROUP HOME,19G160,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"1404 ANGUS DRIVE
HARVEY, LA 70058",985 237-4148,"1404 ANGUS DRIVE
HARVEY, LA 70058",1985-02-08,7,No,For Profit,,,"NORMAL LIFE OF LOUISIANA, INC.",True
STERN GROUP HOME,19G164,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"15626 CONFEDERATE AVE
BATON ROUGE, LA 70817",225 767-7190,"15626 CONFEDERATE AVE
BATON ROUGE, LA 70817",1985-03-18,8,No,For Profit,,,DDMS of Louisiana No. 2,False
BESSEMER GROUP HOME,19G168,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"2732 BESSEMER
KENNER, LA 70062",504 513-3159,"2732 BESSEMER
KENNER, LA 70062",1985-04-17,8,No,For Profit,,,"DDMS of Louisiana, No. 2",False
SIS LANE COMMUNITY HOME,19G170,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"130 SIS LANE
CARENCRO, LA 70520",337 233-2731,"130 SIS LANE
CARENCRO, LA 70520",1985-04-02,6,No,For Profit,,,"NORMAL LIFE OF LAFAYETTE, INC.",True
WELLINGTON COMMUNITY HOME,19G171,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"203 WELLINGTON DRIVE
HOUMA, LA 70360",985 853-2224,"203 WELLINGTON DRIVE
HOUMA, LA 70360",1985-04-10,6,No,Government,,,TERREBONNE ARC,False
SUGAR MILL GROUP HOME,19G172,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"2201 OLD SUGAR MILL ROAD
NEW IBERIA, LA 70560",337 233-2731,"2201 OLD SUGAR MILL ROAD
NEW IBERIA, LA 70560",1985-04-04,8,No,For Profit,,,"NORMAL LIFE OF LAFAYETTE, INC.",True
TISON GROUP HOME,19G173,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"130 TISON LANE
CARENCRO, LA 70520",337 233-2731,"130 TISON LANE
CARENCRO, LA 70520",1985-04-23,8,No,For Profit,,,"NORMAL LIFE OF LAFAYETTE, INC.",True
CIVITAN GROUP HOME,19G174,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"303 NEW HOPE ROAD
LAFAYETTE, LA 70506",337 988-0640,"303 NEW HOPE ROAD
LAFAYETTE, LA 70506",1985-02-05,16,No,Non-Profit,,,"LAFAYETTE ASSOCIATION FOR RETARDED CITIZENS, INC.",False
CROSSETT ROAD GROUP HOME,19G176,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"12460 CROSSETT RD
BASTROP, LA 71220",318 283-2338,"12460 CROSSETT RD
BASTROP, LA 71220",1985-05-09,7,No,Non-Profit,,,THE ARC OF MOREHOUSE,False
PLANTATION COMMUNITY HOME,19G177,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"8947 GSRI ROAD
BATON ROUGE, LA 70810",225 767-7141,"8947 GSRI ROAD
BATON ROUGE, LA 70810",1985-05-28,6,No,For Profit,,,DDMS of Louisiana No. 2,False
BROUSSARD COMMUNITY HOME,19G178,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"9929 GLERMA STREET
BATON ROUGE, LA 70820",225 767-7124,"9929 GLERMA STREET
BATON ROUGE, LA 70820",1985-05-16,6,No,For Profit,,,DDMS of Louisiana No. 2,False
G B COOLEY FRANCISCAN GROUP HOME,19G179,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"101 SOUTH 4TH STREET
MONROE, LA 71202",318 355-6753,"101 SOUTH 4TH STREET
MONROE, LA 71202",1985-01-29,8,No,Government,,,G.B. COOLEY HOSPITAL SERVICE DISTRICT,False
ORANGEWOOD DRIVE HOME,19G181,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"1056 ORANGEWOOD
BATON ROUGE, LA 70805",225 778-5156,"1056 ORANGEWOOD
BATON ROUGE, LA 70805",1985-09-23,8,No,For Profit,,,"NORMAL LIFE OF LAFAYETTE, INC.",True
BOB WHITE COMMUNITY HOME,19G182,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"14425 HIGHWAY 21 SOUTH
BOGALUSA, LA 70427",985 735-3065,"14425 HIGHWAY 21 SOUTH
BOGALUSA, LA 70427",1985-09-05,6,No,For Profit,,,"RES-CARE, INC.",True
TRACE DRIVE HOME,19G183,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"150 TRACE DRIVE
RUSTON, LA 71270",318 255-9137,"150 TRACE DRIVE
RUSTON, LA 71270",1985-09-10,8,No,For Profit,,,"COMMUNITY BRIDGES RESIDENTIAL CARE, LLC",False
NORTHRIDGE HOME,19G184,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"10514 NORTHRIDGE DR
BATON ROUGE, LA 70811",225 778-5097,"10514 NORTHRIDGE DR
BATON ROUGE, LA 70811",1985-11-04,8,No,Non-Profit,,,"NORMAL LIFE OF LAFAYETTE, INC.",True
MAY STREET COMMUNITY HOME,19G185,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"1314 MAY STREET
FRANKLINTON, LA 70438",985 839-6671,"1314 MAY STREET
FRANKLINTON, LA 70438",1985-09-30,6,No,For Profit,,,"RES-CARE, INC.",True
LILINDA STREET HOME,19G186,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"2600 SOUTH VIENNA
RUSTON, LA 71270",318 255-9137,"2600 SOUTH VIENNA
RUSTON, LA 71270",1985-11-01,8,No,For Profit,,,"COMMUNITY BRIDGES RESIDENTIAL CARE, LLC",False
FORTENBERRY HOUSE,19G187,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"1100 NORTH OAK
HAMMOND, LA 70401",985 345-6269,"1100 NORTH OAK
HAMMOND, LA 70401",1985-05-23,6,No,Non-Profit,,,"OPTIONS, INC.",False
ACADIANA COMMUNITY HOME,19G188,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"18542 ACADIANA STREET
LORANGER, LA 70446",985 878-8900,"18542 ACADIANA STREET
LORANGER, LA 70446",1986-02-14,6,No,For Profit,,,"Res-Care, Inc.",True
POPLAR STREET GROUP HOME,19G189,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"1410 POPLAR STREET
SULPHUR, LA 70663",337 478-2299,"1410 POPLAR STREET
SULPHUR, LA 70663",1986-04-02,8,No,For Profit,"Vol-Merg, Close",2019-12-30,"RES-CARE, INC.",True
SILVERLEAF HOME,19G190,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"7844 SILVERLEAF AVENUE
BATON ROUGE, LA 70811",225 778-5097,"7844 SILVERLEAF AVENUE
BATON ROUGE, LA 70811",1986-02-10,8,No,For Profit,,,"NORMAL LIFE OF LAFAYETTE, INC.",True
MAPLE STREET HOME,19G191,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"225 MAPLE STREET
RUSTON, LA 71270",318 255-9137,"225 MAPLE STREET
RUSTON, LA 71270",1986-03-16,8,No,For Profit,,,"COMMUNITY BRIDGES COMMUNITY RESIDENCE, LLC",False
REGIS GROUP HOME,19G192,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"97 REGIS STREET
LAFAYETTE, LA 70501",337 233-2731,"97 REGIS STREET
LAFAYETTE, LA 70501",1986-03-11,8,No,For Profit,,,"NORMAL LIFE OF LAFAYETTE, INC.",True
PINE GROVE COMMUNITY HOME,19G193,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"30559 TORRES DR
LACOMBE, LA 70445",985 882-3808,"30559 TORRES DR
LACOMBE, LA 70445",1986-04-01,6,No,For Profit,,,"RES-CARE, INC.",True
ENON ROAD COMMUNITY HOME,19G194,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"59415 HIGHWAY 60
BOGALUSA, LA 70427",985 735-7606,"59415 HIGHWAY 60
BOGALUSA, LA 70427",1986-01-13,7,No,For Profit,,,"RES-CARE, INC.",True
JEFFERSON STREET COMMUNITY HOME (INACTIVE),19G198,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"1201 WEST JEFFERSON STREET
LAKE CHARLES, LA 70605",337 233-2731,"1201 WEST JEFFERSON STREET
LAKE CHARLES, LA 70605",1986-05-09,6,No,For Profit,,,"NORMAL LIFE OF LAKE CHARLES, INC.",True
NAPOLEONVILLE MANOR,19G199,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"184 HIGHWAY 1008
NAPOLEONVILLE, LA 70390",985 369-2907,"184 HIGHWAY 1008
NAPOLEONVILLE, LA 70390",1986-06-02,6,No,Non-Profit,,,"ASSUMPTION ARC, INC.",False
BEECH STREET GROUP HOME,19G200,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"89 BEECH STREET
SULPHUR, LA 70663",337 233-2731,"89 BEECH STREET
SULPHUR, LA 70663",1986-06-16,8,No,For Profit,,,"RES-CARE, INC",True
HAZEL STREET GROUP HOME,19G201,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"1144 NORTH HAZEL STREET
SULPHUR, LA 70663",337 233-2731,"1144 NORTH HAZEL STREET
SULPHUR, LA 70663",1986-06-11,8,No,For Profit,"Vol-Merg, Close",2021-02-12,"NORMAL LIFE OF LAKE CHARLES, INC.",True
TWENTY-SEVENTH ST GROUP HOME,19G203,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"127 TWENTY-SEVENTH STREET
KENNER, LA 70065",504 513-3159,"127 TWENTY-SEVENTH STREET
KENNER, LA 70065",1986-07-11,8,No,For Profit,,,DDMS of Louisiana No. 2,False
LILLIAN MARIE COMMUNITY HOME,19G204,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"3182 LILLIAN AVENUE
GRAY, LA 70359",985 873-9734,"3182 LILLIAN AVENUE
GRAY, LA 70359",1986-07-29,6,No,Government,,,TERREBONNE ARC,False
WOODLAND DRIVE COMMUNITY HOME,19G205,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"343 WOODLAND DRIVE
BOUTTE, LA 70039",985 785-2333,"343 WOODLAND DRIVE
BOUTTE, LA 70039",1986-10-15,6,No,For Profit,,,"RES-CARE, INC.",True
NEW VISTA COMMUNITY HOME,19G206,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"1611 S VISTA
GONZALES, LA 70737",225 450-3025,"1611 S VISTA
GONZALES, LA 70737",1986-11-12,4,No,For Profit,,,"MEDICAL MANAGEMENT ENTERPRISES, INC.",False
ROBINSWOOD COMMUNITY HOME,19G208,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"2201 21ST STREET
LAKE CHARLES, LA 70601",337 436-6664,"2201 21ST STREET
LAKE CHARLES, LA 70601",1986-08-29,6,No,For Profit,"Vol-Merg, Close",2022-01-31,"MULTI-CARE, INC.",False
EAST DRIVE GROUP HOME,19G209,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"428 EAST DRIVE
BATON ROUGE, LA 70806",225 346-5971,"428 EAST DRIVE
BATON ROUGE, LA 70806",1987-02-03,8,No,Non-Profit,,,"HARMONY CENTER, INC.",False
TENTH STREET COMMUNITY HOME,19G210,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"803 N W TENTH STREET
SPRINGHILL, LA 71075",318 539-5005,"803 N W TENTH STREET
SPRINGHILL, LA 71075",1987-02-17,6,No,Non-Profit,,,Evergreen Life Services,False
DOUGLAS DRIVE GROUP HOME,19G211,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"2600 DOUGLAS DRIVE
BOSSIER CITY, LA 71111",318 747-4219,"2600 DOUGLAS DRIVE
BOSSIER CITY, LA 71111",1987-03-11,8,No,Non-Profit,,,"EVERGREEN PRESBYTERIAN MINISTRIES, INC.",False
SHERWOOD HOME,19G213,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"422 SHERWOOD FOREST BLVD
BATON ROUGE, LA 70815",225 778-5265,"422 SHERWOOD FOREST BLVD
BATON ROUGE, LA 70815",1987-03-10,6,No,Government,"Vol-Merg, Close",2019-08-29,"NORMAL LIFE OF LAFAYETTE, INC.",True
PECOS HOME,19G214,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"12804 PECOS
GREENWELL SPRINGS, LA 70739",225 757-6192,"12804 PECOS
GREENWELL SPRINGS, LA 70739",1987-03-18,6,No,For Profit,"Vol-Merg, Close",2016-08-31,"NORMAL LIFE OF LAFAYETTE, INC.",True
ESPANITA WOODS COMMUNITY HOME,19G215,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"203 ESPANITA DRIVE
HAUGHTON, LA 71037",318 949-3399,"203 ESPANITA DRIVE
HAUGHTON, LA 71037",1987-03-11,6,No,Non-Profit,,,"EVERGREEN PRESBYTERIAN MINISTRIES, INC-NORTHWEST",False
BEDFORD GROUP HOME,19G217,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"354 BEDFORD DRIVE
BATON ROUGE, LA 70806",225 336-5417,"354 BEDFORD DRIVE
BATON ROUGE, LA 70806",1987-06-01,8,No,Non-Profit,,,"HARMONY CENTER, INC.",False
ELISSALDE GROUP HOME,19G218,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"419 SOUTH 21ST STREET
BATON ROUGE, LA 70806",225 336-5418,"419 SOUTH 21ST STREET
BATON ROUGE, LA 70806",1987-06-01,8,No,Non-Profit,,,"HARMONY CENTER, INC.",False
POLAND COMMUNITY HOME,19G219,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"3004 HWY 457
ALEXANDRIA, LA 71302",318 442-2284,"3004 HWY 457
ALEXANDRIA, LA 71302",1987-08-18,6,No,For Profit,,,"COLWELL INTEREST, INC.",False
WELLS ROAD COMMUNITY HOME,19G220,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"121106 WELLS ROAD
PONCHATOULA, LA 70454",985 370-5953,"121106 WELLS ROAD
PONCHATOULA, LA 70454",1987-06-26,6,No,Non-Profit,,,"RES-CARE, INC.",True
HAMILTON GROUP HOME,19G221,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"2017 HAMILTON STREET
FRANKLINTON, LA 70438",985 839-5133,"2017 HAMILTON STREET
FRANKLINTON, LA 70438",1987-05-22,8,No,For Profit,,,"RES-CARE, INC.",True
PENNVILLE HOME,19G224,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"1238 NORTH BARMAN AVENUE
GONZALES, LA 70737",225 450-3025,"1238 NORTH BARMAN AVENUE
GONZALES, LA 70737",1987-07-20,8,No,For Profit,,,"MEDICAL MANAGEMENT ENTERPRISES, INC.",False
GOUDCHAUX COMMUNITY HOME,19G225,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"1536 GOUDCHAUX STREET
BATON ROUGE, LA 70807",225 355-1999,"1536 GOUDCHAUX STREET
BATON ROUGE, LA 70807",1987-08-31,6,No,Non-Profit,,,"HARMONY CENTER, INC.",False
RENDON COMMUNITY HOME,19G226,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"127-129 SOUTH RENDON STREET
NEW ORLEANS, LA 70115",504 836-8717,"127-129 SOUTH RENDON STREET
NEW ORLEANS, LA 70115",1987-08-05,6,No,Non-Profit,,,VOLUNTEERS OF AMERICA,False
CONVENTION STREET COMMUNITY HOME,19G228,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"1248 CONVENTION STREET
BATON ROUGE, LA 70802",225 336-5420,"1248 CONVENTION STREET
BATON ROUGE, LA 70802",1987-08-31,8,No,Non-Profit,,,"HARMONY CENTER, INC.",False
BASKIN COMMUNITY RESIDENCE,19G229,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"257 ROGER MILLER ROAD
BASKIN, LA 71219",318 248-2727,"257 ROGER MILLER ROAD
BASKIN, LA 71219",1987-08-12,6,No,For Profit,,,"FRANKLIN COMMUNITY SERVICES, INC.",False
RICHLAND DRIVE COMMUNITY HOME,19G233,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"127 RICHLAND DRIVE
THIBODAUX, LA 70301",985 446-0820,"127 RICHLAND DRIVE
THIBODAUX, LA 70301",1987-09-29,6,No,Non-Profit,,,LAFOURCHE ARC,False
LA BAUVE HOME,19G234,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"5051 LABAUVE ROAD
BRUSLY, LA 70719",225 778-5175,"5051 LABAUVE ROAD
BRUSLY, LA 70719",1987-10-29,6,No,For Profit,"Vol-Merg, Close",2019-12-04,"NORMAL LIFE OF LAFAYETTE, INC.",True
PONDEROSA HOME,19G235,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"624 PONDEROSA
BATON ROUGE, LA 70815",225 778-5278,"624 PONDEROSA
BATON ROUGE, LA 70815",1987-10-23,6,No,Government,"Vol-Merg, Close",2016-08-31,"NORMAL LIFE OF LAFAYETTE, INC.",True
TALLULAH COMMUNITY HOME,19G236,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"68 LUFFEY LANE
RAYVILLE, LA 71269",318 878-9017,"68 LUFFEY LANE
RAYVILLE, LA 71269",1987-11-10,6,No,For Profit,,,"DELTA AMERICAN HEALTHCARE, INC.",False
LIZETTE COMMUMITY HOME,19G237,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"109 LIZETTE DR
RAYNE, LA 70578",337 233-2731,"109 LIZETTE DR
RAYNE, LA 70578",1988-04-01,7,No,For Profit,,,"NORMAL LIFE OF LAFAYETTE, INC.",True
LIBERTY FOUR COMMUNITY HOME,19G239,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"134 PROGRESS ROAD
VILLE PLATTE, LA 70586",337 546-0667,"134 PROGRESS ROAD
VILLE PLATTE, LA 70586",1988-03-01,6,No,For Profit,,,LIBETY SIX COMMUNITY HOMES,False
JAKE DRIVE COMMUNITY HOME,19G240,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"14181 NORTH JAKE DRIVE
HAMMOND, LA 70401",985 542-1959,"14181 NORTH JAKE DRIVE
HAMMOND, LA 70401",1988-01-08,6,No,Non-Profit,,,"HAMMOND STRAWBERRY FIELDS, INC.",False
