name,provider_id,type,region,state,address,phone,address,particip_date,certified_beds,hospital_based,ownership_type,termination_code,termination_date,legal_owner,is_brightspring
BLUEWEST OPPORTUNITIES-MARS HILLS RESIDENTIAL SERV,34G092,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"BLUE RIDGE HOMES DRIVE #50
MARS HILL, NC 28754",828 689-9265,"BLUE RIDGE HOMES DRIVE #50
MARS HILL, NC 28754",1988-09-22,32,No,Government,,,"BlueWest Opportunities, Inc.",False
BROOKWOOD HOME,34G093,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"1254 BROOKHAVEN DRIVE
LINCOLNTON, NC 28092",704 735-3199,"1254 BROOKHAVEN DRIVE
LINCOLNTON, NC 28092",1988-10-05,6,No,For Profit,,,"RHA Health Services NC, LLC",False
HOPE MILLS HOME,34G094,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"5713 NEWTON STREET
HOPE MILLS, NC 28348",910 424-2121,"5713 NEWTON STREET
HOPE MILLS, NC 28348",1988-10-12,6,No,For Profit,,,"RHA Health Services NC, LLC",False
OAK STREET GROUP HOME-ST. MARK,34G095,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"1801 OAK STREET
CHARLOTTE, NC 28269",704 596-4135,"1801 OAK STREET
CHARLOTTE, NC 28269",1988-10-20,6,No,Non-Profit,,,Lifespan Incorporated,False
VOCA-DENBUR DRIVE GROUP HOME,34G096,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"8324 DENBUR DRIVE
CHARLOTTE, NC 28215",704 519-0077,"8324 DENBUR DRIVE
CHARLOTTE, NC 28215",1988-10-20,6,No,For Profit,,,VOCA Corporation of North Carolina,True
SOUTHERN AVENUE HOME,34G097,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"2001 SOUTHERN AVENUE
FAYETTEVILLE, NC 28301",910 424-2121,"2001 SOUTHERN AVENUE
FAYETTEVILLE, NC 28301",1988-10-20,6,No,For Profit,,,"RHA Health Services NC, LLC",False
"LIFETIME RESOURCES, INC ECHO FARMS GROUP HOME",34G100,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"220 DORCHESTER PLACE
WILMINGTON, NC 28412",910 762-1189,"220 DORCHESTER PLACE
WILMINGTON, NC 28412",1988-11-30,6,No,Non-Profit,,,"Lifetime Resources, Inc.",False
MYRTLE GROVE GROUP HOME,34G101,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"6732 MYRTLE GROVE ROAD
WILMINGTON, NC 28409",910 762-1189,"6732 MYRTLE GROVE ROAD
WILMINGTON, NC 28409",1988-11-30,6,No,Non-Profit,,,"Lifetime Resources, Inc.",False
"LIFE, INC CHERRY LANE",34G102,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"1104 CHERRY LANE
NEW BERN, NC 28560",252 633-5565,"1104 CHERRY LANE
NEW BERN, NC 28560",1988-12-21,6,No,For Profit,,,"Life, Inc.",False
MY PLACE,34G103,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"1050 HOGAN STREET
FAYETTEVILLE, NC 28301",910 867-7675,"1050 HOGAN STREET
FAYETTEVILLE, NC 28301",1988-11-03,6,No,For Profit,,,"Midstate Health Systems, Inc.",False
GREENVILLE LOOP GROUP HOME,34G104,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"6100 GREENVILLE LOOP ROAD
WILMINGTON, NC 28409",910 762-1189,"6100 GREENVILLE LOOP ROAD
WILMINGTON, NC 28409",1988-11-30,6,No,Non-Profit,,,"Lifetime Resources, Inc.",False
23RD STREET HOME,34G105,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"804 EAST 23RD STREET
NEWTON, NC 28658",828 465-2114,"804 EAST 23RD STREET
NEWTON, NC 28658",1989-03-02,6,No,For Profit,,,"RHA Health Services NC, LLC",False
MACON COUNTY GROUP HOME,34G106,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"170 SECOND STREET
FRANKLIN, NC 28744",828 524-5888,"170 SECOND STREET
FRANKLIN, NC 28744",1989-03-22,6,No,Non-Profit,,,"Macon Citizens Habilities, Inc.",False
MEEK ROAD GROUP HOME,34G107,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"138 MEEK ROAD
GASTONIA, NC 28056",704 861-9280,"138 MEEK ROAD
GASTONIA, NC 28056",1989-04-07,5,No,Non-Profit,,,"Gaston Residential Services-ICF/MR, Inc.",False
GATEWOOD,34G108,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"1508 GATEWOOD AVENUE
GREENSBORO, NC 27405",336 273-6105,"1508 GATEWOOD AVENUE
GREENSBORO, NC 27405",1989-04-12,15,No,Government,,,"RHA Health Services NC, LLC",False
PENNY LANE II,34G109,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"2830 HIGHWAY 70 EAST
CLAREMONT, NC 28610",828 459-1339,"2830 HIGHWAY 70 EAST
CLAREMONT, NC 28610",1989-05-03,6,No,For Profit,,,"RHA Health Services NC, LLC",False
MOSS II GROUP HOME,34G110,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"1615-B MOSS SPRINGS ROAD
ALBEMARLE, NC 28001",704 982-5882,"1615-B MOSS SPRINGS ROAD
ALBEMARLE, NC 28001",1989-05-24,6,No,Non-Profit,,,Monarch,False
PILOTVIEW,34G111,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"209 PILOT VIEW DRIVE
KING, NC 27021",336 983-0493,"209 PILOT VIEW DRIVE
KING, NC 27021",1989-05-31,5,No,Non-Profit,,,Monarch,False
EASTBROOK,34G112,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"110 EASTBROOK DRIVE
RED SPRINGS, NC 28377",910 843-3804,"110 EASTBROOK DRIVE
RED SPRINGS, NC 28377",1989-05-23,6,No,For Profit,,,"RHA Health Services NC, LLC",False
MOUNTAIN RIDGE GROUP HOME,34G113,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"810 KING ARTHUR DRIVE
GASTONIA, NC 28054",704 824-0875,"810 KING ARTHUR DRIVE
GASTONIA, NC 28054",1989-05-04,6,No,Non-Profit,,,Lutheran Family Services in the Carolinas,False
FOREST CREEK GROUP HOME,34G114,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"5117 FOREST CREEK DRIVE
RALEIGH, NC 27606",919 833-1371,"5117 FOREST CREEK DRIVE
RALEIGH, NC 27606",1989-06-07,5,No,For Profit,,,Educare Community Living Corporation - North Carolina,False
DARTMOUTH ROAD GROUP HOME,34G115,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"210 DARTMOUTH ROAD
RALEIGH, NC 27606",919 782-2895,"210 DARTMOUTH ROAD
RALEIGH, NC 27606",1989-06-07,6,No,For Profit,,,Educare Community Living Corporation - North Carolina,False
WEST MAIN STREET FACILITY-CARRBORO,34G116,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"1003 W MAIN STREET
CARRBORO, NC 27510",919 942-7341,"1003 W MAIN STREET
CARRBORO, NC 27510",1989-06-13,6,No,Non-Profit,,,"Residential Services, Inc.",False
MEADOWVIEW HOME,34G117,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"2723 BOBWHITE CIRCLE
WINGATE, NC 28174",704 233-9368,"2723 BOBWHITE CIRCLE
WINGATE, NC 28174",1989-07-28,6,No,Non-Profit,,,Monarch,False
SHANNONBROOK HOME,34G118,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"914 WEST FIRST STREET
NEWTON, NC 28658",828 465-2003,"914 WEST FIRST STREET
NEWTON, NC 28658",1989-08-16,6,No,For Profit,,,"RHA Health Services NC, LLC",False
WENDOVER HOME,34G119,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"631 OLD PARK ROAD
MAIDEN, NC 28650",828 428-3122,"631 OLD PARK ROAD
MAIDEN, NC 28650",1989-08-30,6,No,For Profit,,,"RHA Health Services NC, LLC",False
LEWIS FORK HOMES I AND II,34G120,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"1358 & 1388 LEWIS FORK BAPTIST CHURCH RD
FERGUSON, NC 28624",336 973-8151,"1358 & 1388 LEWIS FORK BAPTIST CHURCH RD
FERGUSON, NC 28624",1989-09-15,12,No,For Profit,,,"RHA Health Services NC, LLC",False
QUEEN'S POND,34G121,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"651 QUEEN'S CREEK ROAD
HUBERT, NC 28539",910 326-1425,"651 QUEEN'S CREEK ROAD
HUBERT, NC 28539",1989-09-19,14,No,Non-Profit,,,"Carobell, Inc.",False
ROBERT W THOMPSON GROUP HOME,34G122,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"1920 WOODHAVEN DR
ALBEMARLE, NC 28001",704 982-9480,"1920 WOODHAVEN DR
ALBEMARLE, NC 28001",1989-08-15,6,No,Non-Profit,,,GHA Autism Supports,False
THE ATRIUM/THE RESPITE CENTER,34G123,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"101 HORIZONS LANE
RURAL HALL, NC 27045",336 767-2411,"101 HORIZONS LANE
RURAL HALL, NC 27045",1989-10-12,30,No,Non-Profit,,,"Horizons Residential Care Center, Inc.",False
TAMMY LYNN CENTER/CHILDREN,34G124,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"743 & 745 CHAPPELL DRIVE
RALEIGH, NC 27606",919 832-3909,"743 & 745 CHAPPELL DRIVE
RALEIGH, NC 27606",1989-11-15,20,No,Non-Profit,,,,False
CHANDLER ROAD,34G125,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"342 CHANDLER ROAD
DURHAM, NC 27707",919 528-2558,"342 CHANDLER ROAD
DURHAM, NC 27707",1989-11-13,6,No,For Profit,,,"RHA Health Services NC, LLC",False
VOCA-WELBORN AVE,34G126,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"1002 WELBORN AVENUE
WILKESBORO, NC 28697",336 667-0688,"1002 WELBORN AVENUE
WILKESBORO, NC 28697",1989-12-06,6,No,For Profit,,,VOCA Corporation of North Carolina,True
PITT COUNTY GROUP HOME #2,34G127,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"4263 NORTH EDGE ROAD
AYDEN, NC 28513",252 746-8079,"4263 NORTH EDGE ROAD
AYDEN, NC 28513",1989-11-07,6,No,Non-Profit,,,"Pitt Co GH Board for MR, Autistic Persons, Inc.",False
VOCA-KIMSEY,34G128,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"1305 OLD HWY 60
WILKESBORO, NC 28697",336 838-4500,"1305 OLD HWY 60
WILKESBORO, NC 28697",1989-12-06,6,No,For Profit,,,VOCA Corporation of North Carolina,True
WAKULLA I & II,34G129,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"5792 & 5812 NC HWY 71 NORTH
MAXTON, NC 28364",910 843-3760,"5792 & 5812 NC HWY 71 NORTH
MAXTON, NC 28364",1989-12-15,12,No,For Profit,,,"RHA Health Services NC, LLC",False
DOVE ROAD HOME,34G131,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"102 DOVE ROAD
CREEDMOOR, NC 27522",919 528-2558,"102 DOVE ROAD
CREEDMOOR, NC 27522",1989-12-12,6,No,For Profit,,,"RHA Health Services NC, LLC",False
CHRISTY WOODS GROUP HOME,34G132,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"10100 MT. OLIVE ROAD
MOUNT PLEASANT, NC 28124",704 436-6013,"10100 MT. OLIVE ROAD
MOUNT PLEASANT, NC 28124",1990-02-08,5,No,Non-Profit,,,"Piedmont Residential Development Center, Inc.",False
FOREST BEND GROUP HOME,34G133,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"47 S OAK STREET
BREVARD, NC 28712",828 684-1940,"47 S OAK STREET
BREVARD, NC 28712",1990-02-21,6,No,For Profit,,,"RHA Health Services NC, LLC",False
PITT COUNTY GROUP HOME #3,34G134,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"6962 CHURCH STREET
GRIFTON, NC 28530",252 524-3723,"6962 CHURCH STREET
GRIFTON, NC 28530",1990-03-06,6,No,Non-Profit,,,"Pitt Co GH Board for MR, Autistic Persons, Inc.",False
SCOTLAND FOREST HOME,34G135,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"21760 ANDREW J. HWY
MAXTON, NC 28364",910 844-9824,"21760 ANDREW J. HWY
MAXTON, NC 28364",1990-02-23,6,No,Non-Profit,,,"RHA Health Services NC, LLC",False
LEE FOREST HOME,34G136,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"1209 PELLHAM DR
LAURINBURG, NC 28352",910 844-9664,"1209 PELLHAM DR
LAURINBURG, NC 28352",1990-03-07,6,No,Non-Profit,,,"RHA Health Services NC, LLC",False
SUMMERLYN,34G137,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"6113 BLUE LANTERN ROAD
GIBSONVILLE, NC 27249",336 449-5690,"6113 BLUE LANTERN ROAD
GIBSONVILLE, NC 27249",1990-04-06,6,No,For Profit,,,"Family Affair Care Group Management, Inc.",False
COLLEGE PARK,34G138,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"1900 LAKE DRIVE
LAURINBURG, NC 28352",910 844-9664,"1900 LAKE DRIVE
LAURINBURG, NC 28352",1990-04-18,6,No,Non-Profit,,,"RHA Health Services NC, LLC",False
VOCA-NORWICH ROAD GROUP HOME,34G139,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"1006 NORWICH ROAD
CHARLOTTE, NC 28227",704 519-0077,"1006 NORWICH ROAD
CHARLOTTE, NC 28227",1990-04-05,6,No,For Profit,,,VOCA Corporation of North Carolina,True
STEM ROAD HOME,34G140,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"702 STEM ROAD
CREEDMOOR, NC 27522",919 528-1266,"702 STEM ROAD
CREEDMOOR, NC 27522",1990-05-03,6,No,For Profit,,,"RHA Health Services NC, LLC",False
FRANKLIN GROUP HOME,34G141,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"1101 FRANKLIN BLVD
GASTONIA, NC 28054",704 861-9280,"1101 FRANKLIN BLVD
GASTONIA, NC 28054",1990-05-01,5,No,Non-Profit,,,"Gaston Residential Services- ICF/MR, Inc.",False
"QUAIL ROOST GROUP HOME, (ICF/MR)",34G142,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"102 QUAIL ROOST DRIVE
CARRBORO, NC 27510",919 960-6167,"102 QUAIL ROOST DRIVE
CARRBORO, NC 27510",1990-04-26,6,No,Non-Profit,,,"Residential Services, Inc.",False
KEYWEST CENTER,34G143,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"1722 ATHENS AVENUE
DURHAM, NC 27707",919 682-9392,"1722 ATHENS AVENUE
DURHAM, NC 27707",1990-05-22,6,No,For Profit,,,"The Keywest Center, Inc.",False
WILDCAT GROUP HOME,34G144,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"208 WILDCAT ROAD
DEEP GAP, NC 28618",704 243-7640,"208 WILDCAT ROAD
DEEP GAP, NC 28618",1990-06-06,15,No,For Profit,,,"RHA Health Services NC, LLC",False
PARK AVENUE HOME,34G145,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"105 PARK AVENUE
CREEDMOOR, NC 27522",919 528-2558,"105 PARK AVENUE
CREEDMOOR, NC 27522",1990-06-06,6,No,For Profit,,,"RHA Health Services NC, LLC",False
EXTRA SPECIAL CARE,34G146,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"6214 KILMORY DRIVE
FAYETTEVILLE, NC 28304",910 867-1832,"6214 KILMORY DRIVE
FAYETTEVILLE, NC 28304",1990-06-20,6,No,Non-Profit,,,"Carter Clinic, P.A.",False
SUNNY HILL II,34G147,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"279 SUNNY HILL DRIVE
LINCOLNTON, NC 28092",704 732-7579,"279 SUNNY HILL DRIVE
LINCOLNTON, NC 28092",1990-07-03,6,No,For Profit,,,"RHA Health Services NC, LLC",False
WEST FRIENDLY,34G148,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"4011 WEST FRIENDLY AVENUE
GREENSBORO, NC 27405",336 294-5345,"4011 WEST FRIENDLY AVENUE
GREENSBORO, NC 27405",1990-06-28,6,No,For Profit,,,"RHA Health Services NC, LLC",False
WILMINGTON ROAD GROUP HOME,34G149,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"800 WILMINGTON ROAD
FAYETTEVILLE, NC 28304",910 424-2121,"800 WILMINGTON ROAD
FAYETTEVILLE, NC 28304",1990-07-09,6,No,Non-Profit,,,"RHA Health Services NC, LLC",False
IRENE WORTHAM RESIDENTIAL CENTER-AZALEA,34G150,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"16 AZALEA STREET
ASHEVILLE, NC 28803",828 274-7518,"16 AZALEA STREET
ASHEVILLE, NC 28803",1990-07-26,6,No,Non-Profit,,,"Irene Wortham Residential Center, Inc.",False
NO PLACE LIKE HOME,34G151,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"4309 NC HWY 87 SOUTH
FAYETTEVILLE, NC 28306",910 483-4043,"4309 NC HWY 87 SOUTH
FAYETTEVILLE, NC 28306",1990-07-27,5,No,For Profit,,,"Mid State Health Services, Inc.",False
STRICKLAND BRIDGE HOMES A & B,34G152,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"1818 STRICKLAND BRIDGE ROAD
FAYETTEVILLE, NC 28304",910 424-2121,"1818 STRICKLAND BRIDGE ROAD
FAYETTEVILLE, NC 28304",1990-08-09,12,No,For Profit,,,"RHA Health Services NC, LLC",False
WILHELM PLACE HOME,34G153,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"630 WILHELM PLACE
CONCORD, NC 28026",704 782-1706,"630 WILHELM PLACE
CONCORD, NC 28026",1990-08-08,5,No,Non-Profit,,,"Piedmont Residential Development Center, Inc.",False
VOCA-COLLEGE STREET,34G154,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"301 COLLEGE STREET
WILKESBORO, NC 28697",336 667-1902,"301 COLLEGE STREET
WILKESBORO, NC 28697",1990-10-02,6,No,For Profit,,,VOCA Corporation of North Carolina,True
RIDGECREST I & II,34G155,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"421 RIDGECREST AVENUE
WEST JEFFERSON, NC 28694",336 246-7020,"421 RIDGECREST AVENUE
WEST JEFFERSON, NC 28694",1990-09-19,12,No,For Profit,,,"RHA Health Services NC, LLC",False
YADKIN I,34G156,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"3716 WESTWOOD DRIVE
HAMPTONVILLE, NC 27020",704 872-3257,"3716 WESTWOOD DRIVE
HAMPTONVILLE, NC 27020",1990-09-14,6,No,For Profit,,,"RHA Health Services NC, LLC",False
MINERAL SPRINGS I AND II,34G157,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"410 & 414 MINERAL SPRINGS ROAD
DURHAM, NC 27707",919 596-6193,"410 & 414 MINERAL SPRINGS ROAD
DURHAM, NC 27707",1990-11-06,12,No,For Profit,,,"RHA Health Services NC, LLC",False
VOCA-MALLARD DRIVE,34G158,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"6119 MALLARD DRIVE
CHARLOTTE, NC 28227",704 519-0077,"6119 MALLARD DRIVE
CHARLOTTE, NC 28227",1990-10-16,6,No,Non-Profit,,,VOCA Corporation of North Carolina,True
CAROLINA LIVING AND LEARNING CENTER (CLLC),34G159,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"325 RUSSET RUN
PITTSBORO, NC 27312",919 542-1910,"325 RUSSET RUN
PITTSBORO, NC 27312",1990-11-16,15,No,Government,,,University of North Carolina at Chapel Hill,False
WESTRIDGE,34G160,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"1609 WESTRIDGE ROAD
GREENSBORO, NC 27405",336 282-7477,"1609 WESTRIDGE ROAD
GREENSBORO, NC 27405",1990-11-09,6,No,For Profit,,,"RHA Health Services NC, LLC",False
GUILFORD #1,34G161,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"416 BOXWOOD DRIVE
GREENSBORO, NC 27410",336 294-6688,"416 BOXWOOD DRIVE
GREENSBORO, NC 27410",1990-12-06,6,No,For Profit,,,"RHA Health Services NC, LLC",False
GUILFORD #2,34G162,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"1800 STRATHMORE DRIVE
GREENSBORO, NC 27410",336 288-1900,"1800 STRATHMORE DRIVE
GREENSBORO, NC 27410",1990-12-06,6,No,For Profit,,,"RHA Health Services NC, LLC",False
THOMAS STREET HOME,34G163,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"348 THOMAS STREET
JEFFERSON, NC 28640",336 246-7030,"348 THOMAS STREET
JEFFERSON, NC 28640",1990-10-31,6,No,For Profit,,,"RHA Health Services NC, LLC",False
A JACK WALL GROUP HOME,34G164,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"1213 MOSS SPRINGS ROAD
ALBEMARLE, NC 28001",704 983-6696,"1213 MOSS SPRINGS ROAD
ALBEMARLE, NC 28001",1990-11-06,6,No,Non-Profit,,,GHA Autism Supports,False
VOCA-WOODBRIDGE ROAD GROUP HOME,34G165,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"5901 WOODBRIDGE ROAD
CHARLOTTE, NC 28227",704 567-0077,"5901 WOODBRIDGE ROAD
CHARLOTTE, NC 28227",1990-12-14,6,No,Government,,,VOCA Corporation of North Carolina,True
YADKIN II & III,34G166,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"3220 & 3224 US HWY 21
HAMPTONVILLE, NC 27020",336 468-2810,"3220 & 3224 US HWY 21
HAMPTONVILLE, NC 27020",1990-11-01,12,No,For Profit,,,"RHA Health Services NC, LLC",False
IDLEWOOD GROUP HOME,34G167,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"103 WOOD GLENN ROAD
ROANOKE RAPIDS, NC 27870",252 537-4686,"103 WOOD GLENN ROAD
ROANOKE RAPIDS, NC 27870",1991-01-04,6,No,For Profit,,,"Life, Inc.",False
NORTHBAY GROUP HOME,34G168,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"1907 NORTHBAY DRIVE
BROWN SUMMIT, NC 27214",336 297-0890,"1907 NORTHBAY DRIVE
BROWN SUMMIT, NC 27214",1991-01-07,5,No,For Profit,,,"Community Innovations, Inc.",False
FRIENDWAY GROUP HOME,34G169,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"202 FRIENDWAY ROAD
GREENSBORO, NC 27409",336 852-2636,"202 FRIENDWAY ROAD
GREENSBORO, NC 27409",1991-01-07,6,No,For Profit,,,"Community Innovations, Inc.",False
LYNN ROAD,34G170,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"515 LYNN ROAD
DURHAM, NC 27707",919 596-0307,"515 LYNN ROAD
DURHAM, NC 27707",1991-01-31,6,No,For Profit,,,"RHA Health Services NC, LLC",False
LAGRANGE HOME,34G171,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"405 WEST WASHINGTON STREET
LA GRANGE, NC 28551",252 566-2080,"405 WEST WASHINGTON STREET
LA GRANGE, NC 28551",1991-01-30,6,No,For Profit,,,"Nova IC, Inc.",False
SANDRIDGE,34G172,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"199 CINNAMON DRIVE
HUBERT, NC 28539",910 326-7600,"199 CINNAMON DRIVE
HUBERT, NC 28539",1991-01-24,24,No,Non-Profit,,,"Carobell, Inc.",False
SCI-COASTAL HOUSE I AND II,34G173,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"1972 &1974 WEST LAKE SHORE DRIVE
WILMINGTON, NC 28401",910 762-7111,"1972 &1974 WEST LAKE SHORE DRIVE
WILMINGTON, NC 28401",1991-01-23,12,No,Non-Profit,,,"Skill Creations, Inc.",False
STARNES GROUP HOME,34G174,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"2823 STARNES ROAD
CHARLOTTE, NC 28214",704 399-0018,"2823 STARNES ROAD
CHARLOTTE, NC 28214",1991-02-05,6,No,For Profit,,,Educare Community Living Corporation - North Carolina,False
HIGHWAY 117 GROUP HOME,34G175,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"3801 US 117 NORTH
GOLDSBORO, NC 27530",919 734-7779,"3801 US 117 NORTH
GOLDSBORO, NC 27530",1991-02-07,6,No,For Profit,,,"NOVA IC, Inc.",False
AIRPORT ROAD GROUP HOME,34G176,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IV) Atlanta,NC,"195 AIRPORT ROAD
GOLDSBORO, NC 27530",919 734-8803,"195 AIRPORT ROAD
GOLDSBORO, NC 27530",1991-02-08,6,No,For Profit,,,"NOVA IC, Inc.",False
