name,provider_id,type,region,state,address,phone,address,particip_date,certified_beds,hospital_based,ownership_type,termination_code,termination_date,legal_owner,is_brightspring
ARLINGTON HOME #5,05G653,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"14516 PIONEER BLVD
NORWALK, CA 90650",562 929-2733,"14516 PIONEER BLVD
NORWALK, CA 90650",1993-04-05,6,No,For Profit,"Vol-Merg, Close",2017-09-14,Arlington Home Care Inc.,False
MITCHELL HOME - EUCALYPTUS,05G656,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"207 W EUCALYPTUS
OJAI, CA 93023",805 640-8819,"207 W EUCALYPTUS
OJAI, CA 93023",1993-03-12,9,No,For Profit,,,MITCHELL HOMES INCORPORATED,False
RCCA - LA ALMENDRA,05G659,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"8268 LA ALMENDRA WAY
SACRAMENTO, CA 95823",916 392-5207,"8268 LA ALMENDRA WAY
SACRAMENTO, CA 95823",1993-05-17,6,No,For Profit,,,BrightSpring,True
BETHESDA LUTHERAN COMMUNITIES - MAWSON,05G662,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"25281 MAWSON DRIVE
LAGUNA HILLS, CA 92653",949 588-0508,"25281 MAWSON DRIVE
LAGUNA HILLS, CA 92653",1993-05-04,6,No,Non-Profit,,,"Bethesda Lutheran Communities, Inc.",False
MOUNTAIN SHADOWS SPECIAL KIDS HOMES-MIRAMAR HOUSE,05G663,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"8266 MIRAMAR CIRCLE
RIVERSIDE, CA 92509",951 685-2625,"8266 MIRAMAR CIRCLE
RIVERSIDE, CA 92509",1993-05-13,6,No,Non-Profit,,,Mountain Shadows Support Group,False
LA VINE HOUSE,05G666,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"9939 LA VINE STREET
RANCHO CUCAMONGA, CA 91701",909 884-2510,"9939 LA VINE STREET
RANCHO CUCAMONGA, CA 91701",1993-06-04,6,No,For Profit,,,BrightSpring,True
TEAK HOUSE,05G667,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"7312 TEAK WAY
RANCHO CUCAMONGA, CA 91730",909 466-1084,"7312 TEAK WAY
RANCHO CUCAMONGA, CA 91730",1993-05-19,6,No,For Profit,,,BrightSpring,True
RUUS VILLA,05G668,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"29255 RUUS ROAD
HAYWARD, CA 94544",510 785-9933,"29255 RUUS ROAD
HAYWARD, CA 94544",1993-04-24,6,No,Government,,,"Ruus Manor, Inc.",False
ODESSEY HOME,05G669,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"7119 BERYL STREET
RANCHO CUCAMONGA, CA 91701",909 944-7978,"7119 BERYL STREET
RANCHO CUCAMONGA, CA 91701",1993-06-28,6,No,Government,,,"United Actions, Inc.",False
ARLINGTON HOME #4,05G671,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"6470 PARAMOUNT BLVD
LONG BEACH, CA 90805",562 422-2389,"6470 PARAMOUNT BLVD
LONG BEACH, CA 90805",1993-05-14,6,No,For Profit,"Vol-Merg, Close",2018-05-29,Arlington Home Care Inc.,False
ESTES HOUSE,05G672,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"4740 BADGER ROAD
SANTA ROSA, CA 95409",707 538-9675,"4740 BADGER ROAD
SANTA ROSA, CA 95409",1993-07-07,6,No,For Profit,,,"Cornerstone Living Skills, Inc.",False
PATHWAYS,05G674,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1152 HICKORY AVE
FAIRFIELD, CA 94533",707 428-1534,"1152 HICKORY AVE
FAIRFIELD, CA 94533",1993-07-07,6,No,For Profit,,,"Michael's Project, Inc.",False
WEST LA SUPPORT SERVICES HOME #1,05G676,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1443 SOUTH GENESEE AVENUE
LOS ANGELES, CA 90019",323 935-2244,"1443 SOUTH GENESEE AVENUE
LOS ANGELES, CA 90019",1993-07-01,6,No,For Profit,,,"West LA Support Services, Inc.",False
ABLE,05G679,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"25 DE ANZA WAY
SAN RAFAEL, CA 94903",415 492-8087,"25 DE ANZA WAY
SAN RAFAEL, CA 94903",1993-03-11,9,No,Non-Profit,,,A Broader Living Experience Dba Able,False
FLEMING-HEIMARK HOUSE,05G680,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"30-400 DESERT PALM DRIVE
THOUSAND PALMS, CA 92276",760 343-1682,"30-400 DESERT PALM DRIVE
THOUSAND PALMS, CA 92276",1993-06-23,6,No,Non-Profit,,,"Angel View, Inc.",False
WEST LA SUPPORT SERVICES HOME #2,05G681,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1857 SOUTH HAYWORTH AVE
LOS ANGELES, CA 90035",323 935-4851,"1857 SOUTH HAYWORTH AVE
LOS ANGELES, CA 90035",1993-07-14,6,No,For Profit,,,"West LA Support Services, Inc.",False
LOYD'S LIBERTY HOMES-IRONWOOD,05G683,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"4508 IRONWOOD WAY
BAKERSFIELD, CA 93306",661 872-9617,"4508 IRONWOOD WAY
BAKERSFIELD, CA 93306",1993-04-22,6,No,For Profit,,,National Mentor Healthcare LLC,False
"LOYD'S LIBERTY HOMES, INC - LIBERTY HOME",05G685,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"5493 N FELAND
FRESNO, CA 93711",559 435-7103,"5493 N FELAND
FRESNO, CA 93711",1993-06-23,6,No,For Profit,,,National Mentor Healthcare LLC,False
GLENCREST DIVISION,05G686,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"5281 EAGLEDALE AVE
EAGLE ROCK, CA 90041",323 255-3502,"5281 EAGLEDALE AVE
EAGLE ROCK, CA 90041",1993-03-02,6,No,Non-Profit,,,Ability Pathways Incorporated,False
CASA SAO MIGUEL,05G688,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1173 WEST SIERRA
FRESNO, CA 93711",559 431-7719,"1173 WEST SIERRA
FRESNO, CA 93711",1993-07-28,6,No,For Profit,,,"Noia Residential Services, Inc.",False
DEVON DRIVE HOME,05G689,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"363 DEVON DRIVE
SAN RAFAEL, CA 94903",415 472-5573,"363 DEVON DRIVE
SAN RAFAEL, CA 94903",1993-02-02,6,No,Government,,,Casa Allegra Community Services,False
SUNSHINE ICF/DDH #3,05G691,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1528 SEAVER COURT
HAYWARD, CA 94541",510 784-0454,"1528 SEAVER COURT
HAYWARD, CA 94541",1993-06-25,6,No,For Profit,,,Charlex Corporation U.S.A.,False
SUNSET COMMUNITY HOME,05G693,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1094 SUNSET DRIVE
ARROYO GRANDE, CA 93420",805 544-5332,"1094 SUNSET DRIVE
ARROYO GRANDE, CA 93420",1993-08-19,6,No,For Profit,,,BrightSpring,True
CARCIDO'S ICF/DD-H # 1,05G694,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"8514 COLONIAL DRIVE
STOCKTON, CA 95209",209 473-2074,"8514 COLONIAL DRIVE
STOCKTON, CA 95209",1993-09-02,6,No,For Profit,,,Carcido's Homes. Inc.,False
HERMOSA HOUSE,05G695,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"10277 MONTE VISTA STREET
RANCHO CUCAMONGA, CA 91701",909 987-6417,"10277 MONTE VISTA STREET
RANCHO CUCAMONGA, CA 91701",1993-09-01,6,No,For Profit,"Vol-Merg, Close",2018-05-18,"Rockcreek, Inc.",False
ALTA LOMA HOUSE,05G697,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"10366 ALTA LOMA DRIVE
RANCHO CUCAMONGA, CA 91701",909 466-8694,"10366 ALTA LOMA DRIVE
RANCHO CUCAMONGA, CA 91701",1993-09-09,6,No,For Profit,"Vol-Merg, Close",2018-05-18,"Rockcreek, Inc.",False
STORM INN,05G699,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"18481 DRAGONERA DRIVE
ROWLAND HEIGHTS, CA 91748",626 810-5620,"18481 DRAGONERA DRIVE
ROWLAND HEIGHTS, CA 91748",1993-09-17,6,No,Government,Invol-Agreement,2018-01-04,"Spring Living, Inc.",False
OUR HOUSE SUNSET,05G700,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"405 SHANNON DRIVE
MADERA, CA 93637",559 674-8670,"405 SHANNON DRIVE
MADERA, CA 93637",1993-10-01,6,No,For Profit,,,"Our House Residential Care, Inc.",False
CLAREMY HOUSE,05G701,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"5288 W RAMONA AVE
FRESNO, CA 93722",559 291-3215,"5288 W RAMONA AVE
FRESNO, CA 93722",1993-10-01,6,No,For Profit,,,"Harmony Homes, Inc.",False
GENOA DIVISION,05G702,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"130 GENOA WAY
UPLAND, CA 91786",909 920-3780,"130 GENOA WAY
UPLAND, CA 91786",1993-10-01,6,No,For Profit,,,Ability Pathways Incorporated,False
GAPASIN MANOR ICF DDN #1,05G703,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2451 SHROPSHIRE DRIVE
STOCKTON, CA 95209",209 478-9400,"2451 SHROPSHIRE DRIVE
STOCKTON, CA 95209",1993-09-21,6,No,For Profit,,,"Gapasin Manor, Inc.",False
NICHOLAS HOME,05G704,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"7014 SHIRLEY LANE
BAKERSFIELD, CA 93307",661 363-0079,"7014 SHIRLEY LANE
BAKERSFIELD, CA 93307",1993-06-30,6,No,Government,,,Jmar Homes Incorporated,False
DOUGLAS HOUSE,05G708,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"3825 DOUGLAS DRIVE
SANTA ROSA, CA 95405",707 576-7720,"3825 DOUGLAS DRIVE
SANTA ROSA, CA 95405",1993-10-08,6,No,For Profit,,,Dumolin Service Corporation,False
WHITE LANE HOME,05G709,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"5604 NICHOLAS STREET
BAKERSFIELD, CA 93304",661 397-0703,"5604 NICHOLAS STREET
BAKERSFIELD, CA 93304",1993-08-20,6,No,Government,,,Jmar Homes Incorporated,False
GARDEN PARK,05G710,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"5025 MARSHBURN CIRCLE
YORBA LINDA, CA 92886",714 996-4889,"5025 MARSHBURN CIRCLE
YORBA LINDA, CA 92886",1993-11-01,6,No,Non-Profit,,,Todd and Renee Brown,False
SCHOOL STREET HOUSE,05G713,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1106 N SCHOOL ST
SANTA MARIA, CA 93454",805 925-5182,"1106 N SCHOOL ST
SANTA MARIA, CA 93454",1993-08-30,6,No,Non-Profit,,,"OPTIONS FAMILY OF SERVICES, INC.",False
"LOYD'S LIBERTY HOMES, INC-DAGGETT HOME",05G714,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"5801 DAGGETT AVENUE
BAKERSFIELD, CA 93309",661 322-8984,"5801 DAGGETT AVENUE
BAKERSFIELD, CA 93309",1993-09-23,6,No,For Profit,,,National Mentor Healthcare LLC,False
MAGNOLIA COMMUNITY HOME,05G716,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1011 MAGNOLIA
ARROYO GRANDE, CA 93420",805 481-7196,"1011 MAGNOLIA
ARROYO GRANDE, CA 93420",1993-11-10,6,No,For Profit,,,BrightSpring,True
VALLEY VILLAGE VARIEL HOUSE,05G717,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"10141 VARIEL AVE
CHATSWORTH, CA 91311",818 773-2028,"10141 VARIEL AVE
CHATSWORTH, CA 91311",1993-12-01,6,No,Non-Profit,,,Valley Village,False
"LOYD'S LIBERTY HOMES, INC-COLONY OAK",05G718,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"3301 COLONY OAK STREET
BAKERSFIELD, CA 93311",661 664-0761,"3301 COLONY OAK STREET
BAKERSFIELD, CA 93311",1993-11-17,6,No,Non-Profit,,,National Mentor Healthcare LLC,False
NEW WAY ICF/DD-N #N3,05G719,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"92 LOZOYA WAY
OAKLEY, CA 94561",925 625-4503,"92 LOZOYA WAY
OAKLEY, CA 94561",1993-12-17,6,No,Government,,,"New Way Services, Inc.",False
JESSICA HOUSE,05G723,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"7174 ALAMEDA AVE
GOLETA, CA 93117",805 685-1236,"7174 ALAMEDA AVE
GOLETA, CA 93117",1993-12-22,6,No,Non-Profit,,,JESSIE HOPKINS HINCHEE FOUNDATION,False
CANAL DIVISION,05G724,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"11868 CANAL STREET
GRAND TERRACE, CA 92313",909 872-0508,"11868 CANAL STREET
GRAND TERRACE, CA 92313",1993-12-07,6,No,For Profit,,,Jonbec Care Incorporated,False
BIXBY KNOLL PLACE,05G725,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"3706 PINE AVE
LONG BEACH, CA 90807",562 595-9713,"3706 PINE AVE
LONG BEACH, CA 90807",1993-11-23,6,No,For Profit,,,St. Mary Investments,False
PETIT COMMUNITY HOME,05G727,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"228 S PETIT AVE
VENTURA, CA 93004",805 659-3683,"228 S PETIT AVE
VENTURA, CA 93004",1994-01-18,6,No,Non-Profit,,,BrightSpring,True
TAYLOR COMMUNITY HOME,05G728,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"601 TAYLOR PL
ARROYO GRANDE, CA 93420",805 481-3864,"601 TAYLOR PL
ARROYO GRANDE, CA 93420",1994-01-27,6,No,For Profit,,,BrightSpring,True
HARMONY HOUSE,05G729,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1034 W MESA
FRESNO, CA 93711",559 449-1668,"1034 W MESA
FRESNO, CA 93711",1994-01-14,6,No,For Profit,,,"Harmony Homes, Inc.",False
NEW HORIZONS C,05G730,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"15713B PARTHENIA STREET
NORTH HILLS, CA 91343",818 894-9301,"15713B PARTHENIA STREET
NORTH HILLS, CA 91343",1993-12-14,6,No,Non-Profit,,,Proposed: New Horizons: Serving Individuals with Special Needs,False
JOANNE COMMUNITY HOME,05G731,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1701 JOANNE WY
OXNARD, CA 93030",805 981-4755,"1701 JOANNE WY
OXNARD, CA 93030",1994-02-08,6,No,Government,,,BrightSpring,True
ALL STAR HOME,05G733,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"9502 SONWELL PLACE
CYPRESS, CA 90630",714 995-5514,"9502 SONWELL PLACE
CYPRESS, CA 90630",1994-03-01,6,No,For Profit,,,D &amp; E Homes,False
MOUNTAIN SHADOWS SPECIAL KIDS HOMES-MAVERICK HOUSE,05G734,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"8163 LAUREL PARK CIRCLE
RIVERSIDE, CA 92509",951 685-0799,"8163 LAUREL PARK CIRCLE
RIVERSIDE, CA 92509",1994-02-15,6,No,Non-Profit,,,Mountain Shadows Support Group,False
LENMAR HOME,05G735,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"11581 LENMAR STREET
STANTON, CA 90680",714 894-8763,"11581 LENMAR STREET
STANTON, CA 90680",1994-02-08,6,No,For Profit,,,"Harris Care Centers, Inc.",False
"JENYMEL'S HOME CARE, INC II",05G736,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"12108 HIBBING STREET
ARTESIA, CA 90701",562 809-7758,"12108 HIBBING STREET
ARTESIA, CA 90701",1994-02-11,6,No,For Profit,,,"Jenymel's Home Care, Inc.",False
GROVE DIVISION,05G738,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1422 GROVE STREET
UPLAND, CA 91786",909 624-2774,"1422 GROVE STREET
UPLAND, CA 91786",1993-11-24,6,No,Non-Profit,,,"Monte Vista Child Care Center, Inc.",False
ORCUTT HOUSE,05G740,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"4087 HILLVIEW RD
SANTA MARIA, CA 93455",805 938-5344,"4087 HILLVIEW RD
SANTA MARIA, CA 93455",1994-01-08,6,No,Non-Profit,,,"OPTIONS FAMILY OF SERVICES, INC.",False
CASA MONTANA,05G741,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1922 MOUNTAIN AVENUE
CLAREMONT, CA 91711",909 624-2437,"1922 MOUNTAIN AVENUE
CLAREMONT, CA 91711",1994-03-08,6,No,For Profit,,,"Casa Montana, LLC",False
"NVDS, INC - HARPOLE HOUSE",05G742,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1485 HARPOLE
REDDING, CA 96002",530 222-5633,"1485 HARPOLE
REDDING, CA 96002",1994-02-18,6,No,For Profit,,,"North Valley Developmental Services, Inc.",False
AMERICAN STAR HOME III,05G744,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"125 BROWNSTONE ROAD
OAKLEY, CA 94561",510 625-5159,"125 BROWNSTONE ROAD
OAKLEY, CA 94561",1993-06-08,6,No,Government,,,American Star Home,False
LITTLEFOOT HOUSE,05G745,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"180 LITTLEFOOT DRIVE
FREMONT, CA 94538",510 770-0665,"180 LITTLEFOOT DRIVE
FREMONT, CA 94538",1993-05-07,6,No,For Profit,,,"Community Care Initiatives, Inc.|Fisher Trust",False
STANLEY HOUSE,05G746,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"7874 DIANA LANE
DUBLIN, CA 94568",510 226-0983,"7874 DIANA LANE
DUBLIN, CA 94568",1993-06-07,6,No,For Profit,,,"Community Care Initiatives, Inc.|Fisher Trust",False
ALICIA PARKWAY GUEST HOME,05G749,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"24152 ADONIS STREET
MISSION VIEJO, CA 92691",949 922-0050,"24152 ADONIS STREET
MISSION VIEJO, CA 92691",1994-04-15,6,No,For Profit,,,Orpas Corporation,False
PECK HOUSE,05G750,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2630 DALEMEAD STREET
TORRANCE, CA 90505",310 325-5452,"2630 DALEMEAD STREET
TORRANCE, CA 90505",1994-04-12,6,No,Government,,,"Frederick I. Hoskins, Inc.",False
BUCKINGHAM HOME,05G754,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"4644 N BARCUS AVENUE
FRESNO, CA 93722",559 515-6823,"4644 N BARCUS AVENUE
FRESNO, CA 93722",1994-04-27,6,No,For Profit,,,LaVang Care Homes Inc.,False
OAKS DIVISION,05G756,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"13165 OAKS STREET
CHINO, CA 91710",909 613-0776,"13165 OAKS STREET
CHINO, CA 91710",1994-04-28,6,No,For Profit,,,"Monte Vista Child Care Center, Inc.",False
SWEDELIUS GROUP HOME,05G760,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"329A D STREET
CHULA VISTA, CA 92010",619 585-3635,"329A D STREET
CHULA VISTA, CA 92010",1994-06-24,6,No,Non-Profit,,,The Arc of San Diego,False
VALLEY VILLAGE ALTANO HOUSE,05G763,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"12902 ALTANO STREET
SYLMAR, CA 91342",818 361-4222,"12902 ALTANO STREET
SYLMAR, CA 91342",1994-06-29,12,No,Non-Profit,,,Valley Village,False
LOYD'S LIBERTY HOMES-JOELYLE,05G765,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"304 JOELYLE STREET
BAKERSFIELD, CA 93312",661 588-1850,"304 JOELYLE STREET
BAKERSFIELD, CA 93312",1994-06-28,6,No,Non-Profit,,,National Mentor Healthcare LLC,False
HARRIET HOME,05G766,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"9802 HARRIET LANE
ANAHEIM, CA 92804",714 991-1400,"9802 HARRIET LANE
ANAHEIM, CA 92804",1994-07-15,6,No,For Profit,,,"Harris Care Centers, Inc.",False
WRS INC GUM PROGRAM,05G768,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1381 GUM AVENUE
WOODLAND, CA 95776",530 661-1556,"1381 GUM AVENUE
WOODLAND, CA 95776",1994-06-28,6,No,For Profit,,,"Woodland Residential Services, Inc.",False
UCP/SCF BUENA PARK,05G769,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"8361 KNOTT AVE
BUENA PARK, CA 90620",714 229-0251,"8361 KNOTT AVE
BUENA PARK, CA 90620",1994-07-12,15,No,Non-Profit,,,United Cerebral Palsy/Spastic Children's Foundation of Los Angeles & VTA,False
LOYD'S LIBERTY HOMES-CASWELL,05G771,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"6505 CASWELL AVENUE
BAKERSFIELD, CA 93309",661 398-1183,"6505 CASWELL AVENUE
BAKERSFIELD, CA 93309",1994-08-03,6,No,For Profit,,,National Mentor Healthcare LLC,False
CASA FLORES,05G772,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1068 EAST SIERRA
FRESNO, CA 93710",559 439-5140,"1068 EAST SIERRA
FRESNO, CA 93710",1994-07-06,6,No,For Profit,,,"Noia Residential Services, Inc.",False
"HARBOR HEALTH CARE, INC - BLACK STAR DIVISION",05G779,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"7642 BLACK STAR LANE
LA PALMA, CA 90623",562 860-7765,"7642 BLACK STAR LANE
LA PALMA, CA 90623",1994-08-18,6,No,For Profit,,,"Harbor Health Care, Inc.",False
BROWN HOUSE,05G780,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"427 NORTH CRAIG STREET
PASADENA, CA 91107",626 795-4925,"427 NORTH CRAIG STREET
PASADENA, CA 91107",1994-07-28,6,No,Non-Profit,,,Villa Esperanza Services,False
SUNSHINE ICF/DDH #2,05G781,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"21238 ROYAL AVENUE
HAYWARD, CA 94541",510 785-9416,"21238 ROYAL AVENUE
HAYWARD, CA 94541",1994-04-25,6,No,Non-Profit,,,Samy Vunderman,False
ADRIAN WAY HOME,05G782,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"306 ADRIAN WAY
SAN RAFAEL, CA 94903",415 479-1858,"306 ADRIAN WAY
SAN RAFAEL, CA 94903",1994-04-20,6,No,Government,,2020-02-29,Casa Allegra Community Services,False
SPECIAL ADULT CARE HOME,05G785,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"6718 SAN RAMON
LOS ANGELES, CA 90042",323 257-7746,"6718 SAN RAMON
LOS ANGELES, CA 90042",1994-08-05,6,No,For Profit,,2020-02-02,"Frederick I. Hoskins, Inc.",False
BEST CARE HOME I,05G786,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"6555 CALIFORNIA AVENUE
LONG BEACH, CA 90805",562 422-7309,"6555 CALIFORNIA AVENUE
LONG BEACH, CA 90805",1994-08-08,6,No,For Profit,,,"Best Care Home I, Inc.",False
"TRANQUILITY HOMES, INC",05G787,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1670 WEST MEMORY LANE
PORTERVILLE, CA 93257",559 783-1627,"1670 WEST MEMORY LANE
PORTERVILLE, CA 93257",1994-08-04,6,No,For Profit,,,"Tranquility Homes, Inc.",False
STORMHAVEN,05G788,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"4132 MORGANFIELD AVE
WEST COVINA, CA 91792",909 595-2955,"4132 MORGANFIELD AVE
WEST COVINA, CA 91792",1994-08-08,6,No,For Profit,,,"Spring Living, Inc.",False
"NOVA HOUSE, INC",05G789,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"393 NOVA ALBION WAY
SAN RAFAEL, CA 94903",415 479-6733,"393 NOVA ALBION WAY
SAN RAFAEL, CA 94903",1993-12-14,6,No,Non-Profit,,,"Lifehouse, Inc.",False
RAE LANE HOUSE,05G790,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"858 RAE LANE
NOVATO, CA 94947",415 897-0120,"858 RAE LANE
NOVATO, CA 94947",1994-05-01,6,No,For Profit,,2019-03-12,Jennifer F. Madden & Nancy D. Lloyd,False
NEW HORIZONS 'PLUM',05G791,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"306 PLUM STREET
EXETER, CA 93221",559 592-7247,"306 PLUM STREET
EXETER, CA 93221",1994-07-29,6,No,Government,,,"B &amp; D Morgan, Inc.",False
