name,provider_id,type,region,state,address,phone,address,particip_date,certified_beds,hospital_based,ownership_type,termination_code,termination_date,legal_owner,is_brightspring
NEW AVENUES-OVERLOOK,36G183,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"2528 OVERLOOK DRIVE
CLEVELAND HEIGHTS, OH 44106",216 932-4850,"2528 OVERLOOK DRIVE
CLEVELAND HEIGHTS, OH 44106",1984-11-27,8,No,Non-Profit,,,NEW AVENUES/OVERLOOK,False
ADD IDA,36G186,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1382-1384 IDA AVENUE
COLUMBUS, OH 43212",614 486-4361,"1382-1384 IDA AVENUE
COLUMBUS, OH 43212",1984-12-18,8,No,Non-Profit,"Vol-Merg, Close",2017-06-06,ADD-IDA,False
ADD TEAKWOOD,36G187,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"2433-2435 TEAKWOOD DRIVE
COLUMBUS, OH 43229",614 486-4361,"2433-2435 TEAKWOOD DRIVE
COLUMBUS, OH 43229",1984-12-17,8,No,Non-Profit,"Vol-Merg, Close",2017-04-11,ADD-TEAKWOOD,False
TOWARD INDEP INC/JAMESTOWN HOM,36G188,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"4333 WAYNESVILLE JAMESTOWN ROAD
JAMESTOWN, OH 45335",937 376-3996,"4333 WAYNESVILLE JAMESTOWN ROAD
JAMESTOWN, OH 45335",1985-01-02,8,No,Non-Profit,,,TOWARD INDEPENDENCE/JAMESTOWN FAMILY CARE HOME,False
CARDINAL DRIVE HOME,36G190,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1211 CARDINAL DRIVE
BRYAN, OH 43506",419 636-2369,"1211 CARDINAL DRIVE
BRYAN, OH 43506",1985-01-09,8,No,Non-Profit,,,CARDINAL DRIVE HOME,False
ADD MAIZE ROAD,36G192,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"4171 MAIZE ROAD
COLUMBUS, OH 43224",614 486-4361,"4171 MAIZE ROAD
COLUMBUS, OH 43224",1984-06-15,5,No,Non-Profit,"Vol-Merg, Close",2018-01-16,ADD-MAIZE ROAD,False
FARLIN-NICODEMUS HOME,36G193,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"165 SECOND STREET
WADSWORTH, OH 44281",330 336-6363,"165 SECOND STREET
WADSWORTH, OH 44281",1984-02-02,6,No,Non-Profit,,,FARLIN NICODEMUS HOME,False
"CHAMPAIGN RES SRVS,INC-SCIOTO",36G195,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1150 SCIOTO STREET, SUITE 100
URBANA, OH 43078",937 653-1320,"1150 SCIOTO STREET, SUITE 100
URBANA, OH 43078",1985-04-02,8,No,Non-Profit,,,"CHAMPAIGN RESIDENTIAL SERVICES, INC.-SCIOTO STREET HOME",False
CAMELOT LAKE,36G196,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"5099 CAMELOT DRIVE
FAIRFIELD, OH 45014",513 829-8992,"5099 CAMELOT DRIVE
FAIRFIELD, OH 45014",1985-03-07,8,No,For Profit,"Vol-Merg, Close",2017-10-16,BrightSpring,True
RESCARE OHIO/INDIAN TRAIL,36G197,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"400 INDIAN TRAIL
WEST CARROLLTON, OH 45449",937 859-5851,"400 INDIAN TRAIL
WEST CARROLLTON, OH 45449",1985-02-18,8,No,For Profit,"Vol-Merg, Close",2019-03-15,BrightSpring,True
RESCARE OHIO/REGENCY RIDGE,36G199,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"283 REGENCY RIDGE
CENTERVILLE, OH 45459",937 439-7500,"283 REGENCY RIDGE
CENTERVILLE, OH 45459",1985-02-18,8,No,For Profit,,,BrightSpring,True
DEWHURST,36G201,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"22000 ORCHARD STREET
WEST LAFAYETTE, OH 43845",740 545-6366,"22000 ORCHARD STREET
WEST LAFAYETTE, OH 43845",1985-03-06,29,No,Non-Profit,,,LAFAYETTE MEADOWS/DEWHURST,False
DOTY HOUSE RESIDENTIAL,36G204,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"4710 TIMBER TRAIL DRIVE
MIDDLETOWN, OH 45044",513 423-9496,"4710 TIMBER TRAIL DRIVE
MIDDLETOWN, OH 45044",1985-05-13,18,No,Non-Profit,"Vol-Merg, Close",2019-05-28,DOTY HOUSE RESIDENTIAL,False
OUTLOOK AMERICA-NORCROSS HOME,36G205,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"5587 NORCROSS ROAD
COLUMBUS, OH 43229",614 846-2313,"5587 NORCROSS ROAD
COLUMBUS, OH 43229",1985-04-24,6,No,For Profit,,,BrightSpring,True
NCC HARVEST INC,36G206,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"12627 YORK ROAD
NORTH ROYALTON, OH 44133",440 582-3300,"12627 YORK ROAD
NORTH ROYALTON, OH 44133",1985-05-24,48,No,Non-Profit,,,NORTHEAST CARE CENTER,False
RESCARE OHIO/SIDNEY,36G213,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"887 PARK STREET
SIDNEY, OH 45365",937 498-4443,"887 PARK STREET
SIDNEY, OH 45365",1985-06-27,8,No,For Profit,,,BrightSpring,True
RESCARE OHIO/PUTNAM,36G214,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"8088 ROAD 13 G
OTTAWA, OH 45875",419 523-4790,"8088 ROAD 13 G
OTTAWA, OH 45875",1985-07-16,6,No,For Profit,,,BrightSpring,True
SHC INC/FAIRVIEW HOME,36G215,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"624 FAIRVIEW DRIVE
CARLISLE, OH 45005",937 746-4201,"624 FAIRVIEW DRIVE
CARLISLE, OH 45005",1985-07-02,12,No,Non-Profit,,,"SHC, INC.-FAIRVIEW HOME",False
RESCARE OHIO/OTTAWA,36G216,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"8076 ROAD 13 G
OTTAWA, OH 45875",419 523-4981,"8076 ROAD 13 G
OTTAWA, OH 45875",1985-07-16,6,No,For Profit,,,BrightSpring,True
"SUNSHINE INC, OF NORTH WEST OH",36G217,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"7223 MAUMEE WESTERN ROAD
MAUMEE, OH 43537",419 865-0251,"7223 MAUMEE WESTERN ROAD
MAUMEE, OH 43537",1985-07-05,53,No,Non-Profit,,,"SUNSHINE, INC. OF NORTHWEST OHIO",False
MARY ANN BROWN RESIDENTIAL FAC,36G220,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"2450 MANDOLIN DRIVE
LIMA, OH 45801",419 229-3200,"2450 MANDOLIN DRIVE
LIMA, OH 45801",1985-08-12,31,No,Non-Profit,,,MARY ANN BROWN RESIDENTIAL FACILITY,False
BLANCHARD VALLEY RESIDENTIAL CENTER,36G221,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1700 E SANDUSKY STREET
FINDLAY, OH 45840",419 422-6503,"1700 E SANDUSKY STREET
FINDLAY, OH 45840",1985-08-23,16,No,Non-Profit,,,BLANCHARD VALLEY RESIDENTIAL CENTER,False
CSS HOME III,36G222,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1723 WATSON ROAD
HEATH, OH 43056",740 323-3868,"1723 WATSON ROAD
HEATH, OH 43056",1985-07-23,8,No,For Profit,,,CSS HOME III,False
ALTERNATIVE RESIDENCES THREE - INC - WILLETTSVILLE,36G223,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"131 WILLETTSVILLE PIKE
HILLSBORO, OH 45133",937 393-9978,"131 WILLETTSVILLE PIKE
HILLSBORO, OH 45133",1985-08-20,8,No,Non-Profit,,,BrightSpring,True
ALTERNATIVE RESIDENCES THREE - INC - HILLSBORO,36G224,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"133 WILLETSVILLE PIKE
HILLSBORO, OH 45133",937 393-5724,"133 WILLETSVILLE PIKE
HILLSBORO, OH 45133",1985-08-20,8,No,Non-Profit,,,BrightSpring,True
SENSI-CARE INC,36G226,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1243/1267/1271 EAST AVENUE
ELYRIA, OH 44035",440 323-6310,"1243/1267/1271 EAST AVENUE
ELYRIA, OH 44035",1985-09-30,4,No,For Profit,"Vol-Merg, Close",2017-12-31,BrightSpring,True
ARI III/TAYLOR HOME,36G228,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"116 TAYLOR DRIVE
HILLSBORO, OH 45133",937 393-2324,"116 TAYLOR DRIVE
HILLSBORO, OH 45133",1985-08-20,8,No,Non-Profit,,,BrightSpring,True
CANTON HEALTH CARE CENTER,36G231,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1223 MARKET AVENUE N
CANTON, OH 44714",330 454-2152,"1223 MARKET AVENUE N
CANTON, OH 44714",1985-10-17,27,No,For Profit,"Vol-Merg, Close",2018-08-17,CANTON HEALTH CARE CENTER-IMR,False
MIDWEST HEALTH SERVICES,36G232,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"5650 TOWNSHIP ROAD - STAR ROUTE 332
MILLERSBURG, OH 44654",330 674-2281,"5650 TOWNSHIP ROAD - STAR ROUTE 332
MILLERSBURG, OH 44654",1985-11-04,12,No,For Profit,,,MIDWEST HEALTH SERVICES #1,False
SUNRISE HOMES,36G233,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"38655 SALTWELL ROAD
LISBON, OH 44432",330 424-1418,"38655 SALTWELL ROAD
LISBON, OH 44432",1986-01-03,24,No,For Profit,,,SUNRISE HOMES,False
GRACEWORKS ENHANCED LIVING-SPRINGDALE HOME,36G234,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"11651 WALNUT STREET
SPRINGDALE, OH 45246",513 612-6500,"11651 WALNUT STREET
SPRINGDALE, OH 45246",1985-12-15,8,No,Non-Profit,,,GRACEWORKS ENHANCED LIVING/SPRINGDALE,False
GATEWAYS TO BETTER LIVING #4,36G236,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1398 S CANFIELD-NILES ROAD
YOUNGSTOWN, OH 44515",330 793-8980,"1398 S CANFIELD-NILES ROAD
YOUNGSTOWN, OH 44515",1986-01-01,9,No,Non-Profit,,,GATEWAYS TO BETTER LIVING #4,False
19TH STREET GROUP HOME,36G239,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"115 19TH STREET SE
MASSILLON, OH 44646",330 833-6542,"115 19TH STREET SE
MASSILLON, OH 44646",1986-01-16,8,No,For Profit,,,BrightSpring,True
TREMONT GROUP HOME,36G240,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1865 TREMONT AVENUE SE
MASSILLON, OH 44646",330 833-5564,"1865 TREMONT AVENUE SE
MASSILLON, OH 44646",1986-01-16,8,No,For Profit,,,BrightSpring,True
1608 FOREST AVENUE,36G241,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1608 FOREST AVENUE
MASSILLON, OH 44646",330 832-2789,"1608 FOREST AVENUE
MASSILLON, OH 44646",1986-01-13,11,No,For Profit,,,MIDWEST HEALTH SERVICES #2,False
WATERSIDE GROUP HOME,36G243,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"346/352 WATERSIDE DRIVE
CANAL FULTON, OH 44614",330 854-2122,"346/352 WATERSIDE DRIVE
CANAL FULTON, OH 44614",1986-01-16,5,No,For Profit,"Vol-Merg, Close",2017-10-16,BrightSpring,True
1620 FOREST AVENUE,36G245,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1620 FOREST AVENUE
MASSILLON, OH 44646",330 833-7993,"1620 FOREST AVENUE
MASSILLON, OH 44646",1986-01-13,10,No,Non-Profit,,,MIDWEST HEALTH SERVICES #3,False
HASTINGS HOUSE SHC,36G246,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"210 BANK STREET
LODI, OH 44254",330 948-3930,"210 BANK STREET
LODI, OH 44254",1986-02-17,8,No,Non-Profit,,,HASTINGS HOUSE,False
ELLSWORTH HOME,36G250,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"4223 ELLSWORTH ROAD
STOW, OH 44224",330 929-6506,"4223 ELLSWORTH ROAD
STOW, OH 44224",1986-04-29,5,No,For Profit,,,ELLSWORTH HOME,False
JAC-LIN MANOR,36G252,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"695 SOUTH MT VERNON AVE
LOUDONVILLE, OH 44842",419 994-5700,"695 SOUTH MT VERNON AVE
LOUDONVILLE, OH 44842",1986-07-15,8,No,For Profit,"Vol-Merg, Close",2018-08-07,JAC-LIN MANOR,False
OUTLOOK AMERICA-SAVILLE ROW,36G253,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"2764 SAVILLE ROW
COLUMBUS, OH 43224",614 476-5987,"2764 SAVILLE ROW
COLUMBUS, OH 43224",1986-07-30,8,No,For Profit,,,BrightSpring,True
OUTLOOK AMERICA-JAMES ROAD,36G254,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"97 SOUTH JAMES ROAD
COLUMBUS, OH 43213",614 235-9728,"97 SOUTH JAMES ROAD
COLUMBUS, OH 43213",1986-07-30,8,No,For Profit,,,BrightSpring,True
OUTLOOK AMERICA-COLS-WASHINGTON,36G255,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"500 EAST COLUMBUS STREET
COLUMBUS, OH 43206",614 880-3002,"500 EAST COLUMBUS STREET
COLUMBUS, OH 43206",1986-07-30,12,No,For Profit,"Vol-Merg, Close",2017-12-02,BrightSpring,True
PATHS TO INDEPENDENCE MERIDIAN,36G256,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"168 MERIDIAN STREET NORTH
RAVENNA, OH 44266",330 296-4604,"168 MERIDIAN STREET NORTH
RAVENNA, OH 44266",1986-09-22,7,No,Non-Profit,"Vol-Merg, Close",2021-08-31,PATHS TO INDEPENDENCE-LINCOLN,False
RESTLE HOME,36G260,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"353 W MAIN STREET
PORTAGE, OH 43451",419 686-6031,"353 W MAIN STREET
PORTAGE, OH 43451",1981-10-26,8,No,Non-Profit,,,RESTLE HOME,False
WERNER HOME,36G261,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"351 W MAIN STREET
PORTAGE, OH 43451",419 686-6951,"351 W MAIN STREET
PORTAGE, OH 43451",1981-10-26,8,No,Government,,,WERNER HOME,False
EGLY DRIVE HOME,36G262,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"101 EGLY DRIVE
WEST UNITY, OH 43570",419 592-6451,"101 EGLY DRIVE
WEST UNITY, OH 43570",1987-01-21,8,No,Non-Profit,,,EGLY DRIVE HOME,False
WILEY AVENUE GROUP HOME,36G263,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"608 WILEY AVENUE
BARNESVILLE, OH 43713",740 425-2395,"608 WILEY AVENUE
BARNESVILLE, OH 43713",1987-02-11,8,No,For Profit,,,BrightSpring,True
VICTOR WEINSTEIN SHALOM HOUSE,36G264,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1135 COLLEGE AVE
COLUMBUS, OH 43209",614 239-1999,"1135 COLLEGE AVE
COLUMBUS, OH 43209",1987-02-27,14,No,Non-Profit,"Vol-Merg, Close",2018-12-27,VICTOR WEINSTEIN SHALOM HOUSE,False
NEW AVENUES-PRESSER,36G266,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"17608 EUCLID AVENUE
CLEVELAND, OH 44112",216 481-1907,"17608 EUCLID AVENUE
CLEVELAND, OH 44112",1981-06-01,16,No,Non-Profit,,,NEW AVENUES/PRESSER HOME,False
NEW AVENUES-ZEVE,36G267,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"17608 EUCLID AVENUE
CLEVELAND, OH 44112",216 481-1907,"17608 EUCLID AVENUE
CLEVELAND, OH 44112",1981-06-01,8,No,Non-Profit,,,NEW AVENUES/ZEVE HOME,False
RESCARE OHIO/REDBLUFF,36G268,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1291 REDBLUFF DRIVE
WEST CARROLLTON, OH 45449",937 436-3111,"1291 REDBLUFF DRIVE
WEST CARROLLTON, OH 45449",1987-02-26,6,No,For Profit,"Vol-Merg, Close",2018-07-30,BrightSpring,True
RESCARE OHIO/MCEWEN,36G269,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"8265 MCEWEN ROAD
CENTERVILLE, OH 45458",937 436-3966,"8265 MCEWEN ROAD
CENTERVILLE, OH 45458",1987-03-09,8,No,For Profit,,,BrightSpring,True
KIMBERLY WOODS HOME,36G270,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"2397-2452 KIMBERLY WOODS DRIVE
COLUMBUS, OH 43232",614 844-3800,"2397-2452 KIMBERLY WOODS DRIVE
COLUMBUS, OH 43232",1987-07-30,16,No,Non-Profit,,,KIMBERLY WOODS RESIDENTIAL FACILITY,False
MOUNT ALOYSIUS CORP,36G271,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"5375 TILE PLANT ROAD
NEW LEXINGTON, OH 43764",740 342-3343,"5375 TILE PLANT ROAD
NEW LEXINGTON, OH 43764",1988-01-05,72,No,Non-Profit,,,MOUNT ALOYSIUS,False
RESCARE OHIO/RANDOLPH,36G273,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"6266 NORTH UNION ROAD
CLAYTON, OH 45315",937 854-8516,"6266 NORTH UNION ROAD
CLAYTON, OH 45315",1988-01-26,8,No,For Profit,,,BrightSpring,True
JEAN SCOTT FURNEY HOME,36G274,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"4656 GLENDALE AVE
TOLEDO, OH 43614",419 867-5950,"4656 GLENDALE AVE
TOLEDO, OH 43614",1988-02-04,6,No,Non-Profit,"Vol-Merg, Close",2018-02-01,JEAN SCOTT FURNEY HOME,False
HOPEWELL RESIDENTIAL CENTER,36G275,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"887 NORTH MAIN STREET
FRANKLIN, OH 45005",937 746-7204,"887 NORTH MAIN STREET
FRANKLIN, OH 45005",1988-02-12,9,No,Non-Profit,"Vol-Merg, Close",2019-06-30,HOPEWELL RESIDENTIAL CENTER,False
VOCA OF OHIO/LESH-MILLVALE,36G276,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"4230 LESH AVENUE NE
LOUISVILLE, OH 44641",330 456-4398,"4230 LESH AVENUE NE
LOUISVILLE, OH 44641",1988-02-19,16,No,Non-Profit,"Vol-Merg, Close",2018-04-16,BrightSpring,True
WILLIAMSBURG RESIDENTIAL ALTER,36G278,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"785 EAST MAIN STREET
WILLIAMSBURG, OH 45176",513 724-1177,"785 EAST MAIN STREET
WILLIAMSBURG, OH 45176",1988-04-20,8,No,For Profit,,,BrightSpring,True
WILLIAMSBURG RESIDENTIAL ALTER,36G280,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"205 CURRY STREET
WILLIAMSBURG, OH 45176",513 724-1177,"205 CURRY STREET
WILLIAMSBURG, OH 45176",1988-04-20,8,No,For Profit,,,BrightSpring,True
WILLIAMSBURG RESIDENTIAL ALTER,36G281,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"795 EAST MAIN STREET
WILLIAMSBURG, OH 45176",513 724-1177,"795 EAST MAIN STREET
WILLIAMSBURG, OH 45176",1988-04-20,8,No,For Profit,,,BrightSpring,True
BROOKLYN HOUSE,36G283,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"4248 W 35TH ST
CLEVELAND, OH 44109",216 351-5361,"4248 W 35TH ST
CLEVELAND, OH 44109",1988-06-17,7,No,Government,,,BROOKLYN HOUSE,False
ASHTABULA CO RES SVCS/MAPLES V,36G285,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"29 PARRISH RD
CONNEAUT, OH 44030",440 593-6027,"29 PARRISH RD
CONNEAUT, OH 44030",1988-05-19,8,No,Non-Profit,,,ASHTABULA COUNTY RESIDENTIAL SERVICES-MAPLES V,False
DIERKER ROAD HOME,36G286,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"5684-5704 DIERKER ROAD
COLUMBUS, OH 43235",614 410-9590,"5684-5704 DIERKER ROAD
COLUMBUS, OH 43235",1988-07-28,24,No,Non-Profit,,,DIERKER ROAD RESIDENTIAL FACILITY,False
PATHS TO INDEPENDENCE-LINCOLN,36G287,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"3953 LOOMIS PARKWAY
RAVENNA, OH 44266",330 296-8490,"3953 LOOMIS PARKWAY
RAVENNA, OH 44266",1988-08-29,9,No,Non-Profit,,,PATHS TO INDEPENDENCE-LINCOLN,False
GATEWAYS TO BETTER LIVING #16,36G288,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"674 MOYER AVENUE
BOARDMAN, OH 44512",330 788-1274,"674 MOYER AVENUE
BOARDMAN, OH 44512",1988-08-22,8,No,Non-Profit,,,GATEWAYS TO BETTER LIVING #16,False
GATEWAYS TO BETTER LIVING #17,36G289,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"30 WEST LIBERTY STREET
MINERAL RIDGE, OH 44440",330 652-0271,"30 WEST LIBERTY STREET
MINERAL RIDGE, OH 44440",1988-08-16,8,No,Non-Profit,"Vol-Merg, Close",2017-12-31,GATEWAYS TO BETTER LIVING #17,False
R M S INC/SPRINGLAWN HOME,36G297,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1520 SPRINGLAWN AVENUE
CINCINNATI, OH 45223",513 841-0990,"1520 SPRINGLAWN AVENUE
CINCINNATI, OH 45223",1988-10-04,8,No,For Profit,,,"RESIDENTIAL MANAGEMENT SYSTEMS, INC.-SPRINGLAWN",False
MCDOWELL ROAD HOME,36G298,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"4196-4250 MCDOWELL ROAD
GROVE CITY, OH 43123",614 871-8270,"4196-4250 MCDOWELL ROAD
GROVE CITY, OH 43123",1988-09-27,24,No,Non-Profit,,,MCDOWELL ROAD HOME,False
SENECA CO DILLON CIR GRP HOME,36G299,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1016 DILLON CIRCLE
FOSTORIA, OH 44830",419 435-6620,"1016 DILLON CIRCLE
FOSTORIA, OH 44830",1988-10-10,8,No,Non-Profit,,,BrightSpring,True
SENECA CO DILLON RD GRP HOME 1,36G300,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1021 DILLON ROAD
FOSTORIA, OH 44830",419 435-5836,"1021 DILLON ROAD
FOSTORIA, OH 44830",1988-10-10,8,No,Non-Profit,,,BrightSpring,True
WANKO MEMORIAL,36G302,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"140 WEST HIGH STREET
SEVILLE, OH 44273",330 769-4311,"140 WEST HIGH STREET
SEVILLE, OH 44273",1988-11-21,8,No,Non-Profit,,,WANKO MEMORIAL HOME,False
RMS INC/HANFIELD,36G303,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1757 HANFIELD STREET
CINCINNATI, OH 45223",513 841-0990,"1757 HANFIELD STREET
CINCINNATI, OH 45223",1989-01-11,8,No,For Profit,,,"RESIDENTIAL MANAGEMENT SYSTEMS, INC.-HANFIELD",False
R M S INC/MELROSE,36G306,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"2629 MELROSE AVE
CINCINNATI, OH 45206",513 841-0990,"2629 MELROSE AVE
CINCINNATI, OH 45206",1988-11-09,8,No,For Profit,,,"RESIDENTIAL MANAGEMENT SYSTEMS, INC.-MELROSE",False
WARRENSVILLE DEVELOPMENTAL CENTER,36G312,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"4325 GREEN RD
HIGHLAND HILLS, OH 44128",216 464-7400,"4325 GREEN RD
HIGHLAND HILLS, OH 44128",1988-11-07,104,No,Government,,,DODD Warrensville DC,False
CENTER RIDGE HOUSE,36G322,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"28700 CENTER RIDGE RD
WESTLAKE, OH 44145",440 892-2042,"28700 CENTER RIDGE RD
WESTLAKE, OH 44145",1989-01-04,15,No,Non-Profit,,,CENTER RIDGE HOUSE,False
CHESAPEAKE GROUP HOME,36G325,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1109 OLD ROUTE 52
CHESAPEAKE, OH 45619",740 867-4568,"1109 OLD ROUTE 52
CHESAPEAKE, OH 45619",1989-02-21,8,No,For Profit,,,BrightSpring,True
LAWRENCE GROUP HOME,36G326,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1107 OLD ROUTE 52
CHESAPEAKE, OH 45619",740 867-4568,"1107 OLD ROUTE 52
CHESAPEAKE, OH 45619",1989-02-21,8,No,For Profit,,,BrightSpring,True
RICHWOOD RES CTRS INC,36G327,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"81 WALNUT ST
GENEVA, OH 44041",440 466-0733,"81 WALNUT ST
GENEVA, OH 44041",1989-03-15,8,No,For Profit,,,"RICHWOOD RESIDENTIAL CENTERS, INC.",False
